"tconst","averagerating","numvotes"
"tt2087919","8.4000","7"
"tt2087982","7.1000","56"
"tt2089750","5.4000","2375"
"tt2089788","2.1000","35"
"tt2090629","3.5000","1542"
"tt2091890","7.4000","7"
"tt2093995","6.4000","2770"
"tt2094760","3.2000","20"
"tt2094975","6.8000","5"
"tt2095008","3.0000","541"
"tt2098842","8.7000","15"
"tt2099643","7.4000","63"
"tt2102276","8.0000","35"
"tt2103254","4.9000","44345"
"tt2105020","7.4000","31"
"tt2107803","6.9000","51"
"tt2107861","5.4000","4505"
"tt2111385","7.3000","7"
"tt2112148","7.1000","136"
"tt2112214","5.5000","13"
"tt2112332","8.2000","8"
"tt2113095","4.9000","10"
"tt2114381","6.1000","24"
"tt2114417","6.8000","248"
"tt2118607","8.4000","14"
"tt2118667","6.4000","536"
"tt2118726","6.8000","46"
"tt2119511","4.3000","150"
"tt2123136","5.8000","33"
"tt2123265","7.1000","28"
"tt2123884","5.3000","1406"
"tt2123894","6.9000","22"
"tt2124065","8.5000","6"
"tt2125472","4.5000","788"
"tt2125666","7.1000","11943"
"tt2130147","8.7000","19"
"tt2130321","7.9000","9264"
"tt2133215","5.8000","6"
"tt2136916","8.2000","43"
"tt2137139","8.6000","12"
"tt2139555","6.0000","23152"
"tt2139963","7.3000","16"
"tt2140325","8.7000","11"
"tt2140629","5.7000","4479"
"tt2142691","9.3000","6"
"tt2147384","6.8000","37"
"tt2149190","7.4000","973"
"tt2150139","4.9000","688"
"tt2151030","8.5000","6"
"tt2153518","8.7000","68"
"tt2155310","8.8000","61"
"tt2156404","7.6000","9"
"tt2156661","6.9000","9"
"tt2158523","6.8000","156"
"tt2160085","6.2000","19"
"tt2160413","5.1000","115"
"tt2164088","6.8000","96"
"tt2167162","7.2000","72"
"tt2171897","4.7000","286"
"tt2173961","7.2000","23"
"tt2174896","6.9000","1416"
"tt2178935","6.4000","201"
"tt2179073","7.0000","93"
"tt2180583","6.2000","21"
"tt2181028","7.4000","11"
"tt2181166","4.6000","28"
"tt2182386","7.8000","5"
"tt2184398","6.5000","289"
"tt2186426","3.5000","398"
"tt2186665","6.0000","360"
"tt2186852","4.5000","22"
"tt2187055","6.2000","103"
"tt2187167","5.5000","49"
"tt2188753","6.9000","28"
"tt2190367","7.1000","5666"
"tt2191618","7.5000","81"
"tt2191888","5.7000","3650"
"tt2193151","2.6000","386"
"tt2194416","5.6000","98"
"tt2195548","6.4000","17767"
"tt2196764","6.9000","49"
"tt2197626","5.3000","23"
"tt2197799","7.0000","8"
"tt2197886","5.0000","565"
"tt2199543","6.0000","2372"
"tt2201025","6.5000","14"
"tt2201126","6.6000","31"
"tt2201251","5.0000","1689"
"tt2201446","7.4000","137"
"tt2203789","6.1000","56"
"tt2206844","8.8000","36"
"tt2210683","6.7000","101"
"tt2214797","7.3000","33"
"tt2214952","7.1000","192"
"tt2214958","5.8000","101"
"tt2215926","6.5000","33"
"tt2217488","4.7000","15"
"tt2218020","7.6000","8"
"tt2219188","3.2000","433"
"tt2219896","5.4000","18"
"tt2220674","6.8000","72"
"tt2221558","3.4000","123"
"tt2222206","6.4000","1666"
"tt2224167","7.0000","1416"
"tt2224297","6.4000","7"
"tt2226178","7.0000","59"
"tt2226417","6.6000","141228"
"tt2226495","5.8000","3864"
"tt2230342","5.2000","356"
"tt2231138","5.8000","1582"
"tt2231208","7.2000","1232"
"tt2231461","6.1000","115891"
"tt2231547","6.2000","12"
"tt2232492","8.7000","17"
"tt2234536","6.7000","157"
"tt2239940","6.5000","6"
"tt2243189","7.0000","360"
"tt2244580","8.1000","14"
"tt2245171","6.3000","4769"
"tt2250234","5.0000","3115"
"tt2250554","6.0000","34"
"tt2251225","6.8000","13"
"tt2251864","8.1000","7"
"tt2254056","7.2000","13"
"tt2256782","8.0000","5"
"tt2258375","6.1000","7"
"tt2258641","7.6000","36"
"tt2260254","2.4000","569"
"tt2261277","3.3000","60"
"tt2261331","6.4000","32021"
"tt2261817","7.6000","32"
"tt2261891","5.3000","106"
"tt2262343","6.1000","400"
"tt2262952","5.3000","536"
"tt2263520","4.4000","14"
"tt2264918","3.9000","129"
"tt2267524","7.7000","10"
"tt2267968","7.1000","116166"
"tt2268176","7.0000","30"
"tt2273318","4.7000","11"
"tt2273471","8.1000","8"
"tt2274446","5.4000","31"
"tt2275519","6.3000","122"
"tt2277946","7.5000","415"
"tt2278582","6.5000","44"
"tt2279373","6.0000","43560"
"tt2279984","9.0000","6"
"tt2281161","6.0000","85"
"tt2281371","6.9000","10"
"tt2282917","5.8000","445"
"tt2288081","6.7000","19"
"tt2288884","6.4000","8"
"tt2290441","7.1000","10"
"tt2291506","6.4000","5"
"tt2292719","5.1000","8"
"tt2296044","8.2000","15"
"tt2296338","7.6000","131"
"tt2296739","6.8000","24"
"tt2296777","5.1000","8030"
"tt2296907","8.4000","5"
"tt2297524","4.5000","6"
"tt2298373","7.4000","7"
"tt2298856","6.4000","13"
"tt2300891","5.5000","8"
"tt2301059","6.8000","304"
"tt2302416","7.3000","244"
"tt2302859","6.2000","12"
"tt2303314","4.1000","39"
"tt2306749","8.3000","12"
"tt2308773","6.6000","6078"
"tt2309224","6.8000","14246"
"tt2313778","7.1000","37"
"tt2316096","7.5000","42"
"tt2316463","5.7000","35"
"tt2317089","7.1000","101"
"tt2317401","6.7000","107"
"tt2319216","6.8000","12"
"tt2319853","7.0000","9"
"tt2320258","6.6000","9"
"tt2320388","4.1000","478"
"tt2321383","3.9000","22"
"tt2321405","7.8000","17082"
"tt2323609","6.4000","13"
"tt2323898","4.9000","23"
"tt2324730","5.4000","243"
"tt2325538","3.2000","50"
"tt2327283","7.0000","5"
"tt2327459","7.9000","30"
"tt2328432","7.6000","11"
"tt2328696","4.7000","314"
"tt2328795","8.1000","9"
"tt2330286","7.9000","8"
"tt2330748","6.1000","82"
"tt2332684","6.2000","117"
"tt2334549","5.4000","126"
"tt2335854","5.9000","10"
"tt2336104","4.1000","395"
"tt2338093","6.8000","12"
"tt2338834","6.3000","22"
"tt2339529","2.2000","91"
"tt2342227","6.5000","1376"
"tt2342275","8.7000","60"
"tt2350500","6.9000","7"
"tt2351417","5.9000","94"
"tt2352064","6.0000","9"
"tt2352892","3.3000","321"
"tt2354335","6.2000","12"
"tt2355825","6.9000","144"
"tt2357208","6.7000","1322"
"tt2357616","7.2000","20"
"tt2359081","6.9000","16"
"tt2359197","8.3000","39"
"tt2363178","6.4000","2069"
"tt2365871","7.8000","9"
"tt2367954","5.0000","185"
"tt2368920","7.4000","846"
"tt2370038","5.4000","9"
"tt2370528","7.3000","88"
"tt2371281","7.6000","14"
"tt2373862","7.2000","86"
"tt2375036","3.3000","120"
"tt2375091","6.7000","68"
"tt2375791","5.8000","187"
"tt2381373","7.2000","10"
"tt2384328","6.2000","878"
"tt2385784","6.2000","631"
"tt2385904","9.0000","5"
"tt2387559","6.4000","70706"
"tt2387591","8.3000","7"
"tt2390994","4.6000","596"
"tt2393296","6.7000","112"
"tt2393853","4.8000","15"
"tt2395146","6.7000","469"
"tt2395305","5.9000","104"
"tt2397447","5.6000","9"
"tt2399531","1.5000","73"
"tt2399648","8.2000","86"
"tt2399900","7.4000","17"
"tt2400441","7.5000","259"
"tt2400473","6.2000","63"
"tt2401191","7.5000","6"
"tt2402619","5.0000","1273"
"tt2403558","5.5000","2533"
"tt2404241","7.1000","128"
"tt2404469","3.0000","519"
"tt2404681","7.6000","11"
"tt2406572","6.3000","75"
"tt2407336","6.0000","6"
"tt2408566","4.8000","142"
"tt2408912","7.3000","1379"
"tt2409680","6.4000","14"
"tt2412652","7.7000","7"
"tt2413396","7.7000","6"
"tt2419086","4.1000","79"
"tt2423918","9.2000","8"
"tt2425506","5.6000","5"
"tt2426060","6.6000","5"
"tt2427224","5.5000","83"
"tt2427968","6.5000","812"
"tt2428580","6.2000","237"
"tt2430956","8.6000","5"
"tt2431286","7.6000","88704"
"tt2434550","6.3000","53"
"tt2436900","8.2000","24"
"tt2439434","6.3000","11"
"tt2443164","8.3000","43"
"tt2445148","7.0000","240"
"tt2445298","7.1000","20"
"tt2445568","3.7000","278"
"tt2447336","5.4000","53"
"tt2447664","7.5000","11"
"tt2447934","6.1000","1286"
"tt2449612","6.1000","55"
"tt2450818","9.3000","7"
"tt2458040","5.6000","176"
"tt2458876","5.4000","340"
"tt2458898","7.6000","23"
"tt2461190","6.2000","29"
"tt2463848","6.0000","35"
"tt2464786","7.4000","17"
"tt2470832","7.6000","27"
"tt2471660","8.5000","24"
"tt2473624","7.8000","96"
"tt2473710","6.9000","7"
"tt2473884","6.5000","46"
"tt2474768","4.8000","5"
"tt2480940","7.2000","111"
"tt2483920","5.1000","15"
"tt2484520","5.5000","20"
"tt2489356","5.7000","29"
"tt2493466","5.2000","915"
"tt2495244","7.0000","81"
"tt2506632","5.5000","154"
"tt2507280","4.7000","3700"
"tt2507628","8.0000","684"
"tt2508618","5.6000","25"
"tt2510434","4.9000","7409"
"tt2515164","6.4000","405"
"tt2520342","4.8000","316"
"tt2521436","6.1000","1103"
"tt2522380","5.6000","50"
"tt2522908","5.9000","47"
"tt2526974","8.1000","20"
"tt2527190","6.8000","422"
"tt2529198","6.9000","8"
"tt2551516","6.7000","771"
"tt2552570","4.1000","227"
"tt2552626","3.4000","15"
"tt2556700","6.9000","355"
"tt2564144","8.2000","4007"
"tt2570920","7.4000","55"
"tt2577662","4.1000","39"
"tt2581360","8.9000","18"
"tt2585654","4.5000","6"
"tt2587064","5.4000","19"
"tt2593410","7.4000","68"
"tt2597718","5.5000","1755"
"tt2606112","3.4000","243"
"tt2607692","5.6000","127"
"tt2608250","6.1000","16"
"tt2609812","7.6000","11"
"tt2610378","5.3000","10"
"tt2610862","6.9000","122"
"tt2616010","5.3000","122"
"tt2617600","4.3000","155"
"tt2624396","7.5000","138"
"tt2625968","5.9000","112"
"tt2630352","7.3000","226"
"tt2631036","5.3000","7"
"tt2631126","6.5000","8"
"tt2633114","3.9000","194"
"tt2633456","5.6000","5"
"tt2635718","6.0000","10"
"tt2635824","7.7000","87"
"tt2644202","6.9000","282"
"tt2649660","5.7000","9"
"tt2651020","5.8000","9"
"tt2653804","4.7000","325"
"tt2656456","7.9000","7"
"tt2659414","8.2000","11282"
"tt2659574","7.9000","30"
"tt2660842","5.1000","11"
"tt2661644","5.7000","242"
"tt2662320","6.3000","10"
"tt2668312","8.2000","6"
"tt2671406","3.1000","8"
"tt2672512","2.3000","24"
"tt2674034","6.5000","14"
"tt2674450","5.9000","15"
"tt2676608","5.9000","11"
"tt2677344","5.7000","46"
"tt2678148","6.6000","7"
"tt2691816","5.3000","7"
"tt2698252","5.0000","22"
"tt2700170","5.5000","11"
"tt2700974","8.8000","5"
"tt2703882","6.8000","8"
"tt2706086","6.0000","7"
"tt2711708","7.2000","24"
"tt2713632","8.3000","9"
"tt2713884","6.4000","28"
"tt2716802","5.0000","160"
"tt2717238","6.9000","22"
"tt2720590","5.7000","9"
"tt2720660","7.3000","21"
"tt2720980","3.1000","70"
"tt2726552","5.3000","5865"
"tt2728784","3.4000","232"
"tt2731868","5.9000","35"
"tt2741956","7.3000","55"
"tt2746284","7.9000","56"
"tt2747966","5.2000","40"
"tt2748180","7.8000","71"
"tt2749296","7.9000","2343"
"tt2751468","6.2000","139"
"tt2753288","6.5000","263"
"tt2757298","6.8000","30"
"tt2763304","7.2000","97010"
"tt2764768","6.2000","8"
"tt2764996","6.7000","16"
"tt2767948","6.2000","2265"
"tt2769464","8.1000","7"
"tt2775794","8.3000","11"
"tt2778382","7.0000","6"
"tt2780714","6.9000","164"
"tt2781782","7.5000","11"
"tt2784826","6.6000","86"
"tt2793312","3.2000","10"
"tt2807032","7.4000","7"
"tt2808046","7.5000","13"
"tt2812586","7.2000","5"
"tt2816920","6.1000","14"
"tt2818654","6.8000","3615"
"tt2819358","7.1000","1091"
"tt2831374","5.0000","12"
"tt2832422","5.9000","327"
"tt2841988","3.1000","35"
"tt2848560","7.0000","141"
"tt2852316","6.2000","34"
"tt2854926","6.5000","85186"
"tt2859350","6.4000","60"
"tt2870406","4.2000","231"
"tt2873282","6.6000","136738"
"tt2877104","6.8000","1570"
"tt2885628","5.6000","4010"
"tt2889804","7.1000","7"
"tt2901690","5.4000","68"
"tt2905422","5.5000","209"
"tt2909124","2.9000","837"
"tt2921338","3.0000","244"
"tt2922590","6.2000","873"
"tt2923316","5.1000","15547"
"tt2924352","2.9000","619"
"tt2926068","8.0000","8838"
"tt2929068","4.2000","5"
"tt2929690","7.3000","2932"
"tt2947404","7.6000","9"
"tt2949308","7.5000","52"
"tt2950478","6.7000","54"
"tt2955378","7.5000","16"
"tt2956422","7.4000","5"
"tt2958050","7.0000","62"
"tt2962362","9.0000","7"
"tt2966752","6.2000","13"
"tt2974520","5.8000","86"
"tt2974902","5.5000","97"
"tt2979920","5.7000","5029"
"tt2987718","6.7000","178"
"tt2991532","3.7000","1514"
"tt3006568","8.5000","22"
"tt3008180","6.9000","15"
"tt3015458","4.9000","121"
"tt3020226","6.4000","947"
"tt3022510","8.1000","24"
"tt3024324","4.0000","542"
"tt3027164","6.8000","20"
"tt3030580","5.4000","170"
"tt3030752","5.2000","68"
"tt3032330","9.0000","6"
"tt3033948","4.4000","1380"
"tt3036302","5.4000","9"
"tt3037322","6.0000","212"
"tt3037376","6.2000","20"
"tt3043264","4.9000","153"
"tt3045730","7.5000","11"
"tt3053796","8.1000","232"
"tt3056692","6.4000","7"
"tt3057788","4.7000","15"
"tt3059940","9.2000","5"
"tt3060492","7.2000","8449"
"tt3063474","5.4000","7"
"tt3067878","6.0000","250"
"tt3068364","8.8000","18"
"tt3071054","7.9000","458"
"tt3072174","5.9000","26"
"tt3072482","6.7000","78226"
"tt3076962","8.2000","6"
"tt3078950","7.6000","11"
"tt3087700","5.6000","1095"
"tt3088324","7.4000","5"
"tt3092086","6.0000","149"
"tt3094390","5.5000","13"
"tt3096908","8.1000","8"
"tt3097728","8.3000","6"
"tt3098306","5.3000","1857"
"tt3100858","6.3000","6"
"tt3103360","8.1000","45"
"tt3103784","8.4000","5"
"tt3103978","8.9000","17"
"tt3105262","5.4000","7"
"tt3105752","1.9000","61"
"tt3109418","7.4000","5"
"tt3114458","8.6000","23"
"tt3119298","6.8000","87"
"tt3120974","7.1000","10"
"tt3122122","5.7000","84"
"tt3124124","5.6000","38"
"tt3129364","5.4000","58"
"tt3130082","4.8000","201"
"tt3137808","8.6000","7"
"tt3138250","8.2000","5"
"tt3138344","5.4000","2645"
"tt3138558","4.7000","5048"
"tt3138892","5.4000","26"
"tt3139952","7.4000","12"
"tt3143384","6.8000","6"
"tt3144600","4.6000","288"
"tt3145418","8.8000","8"
"tt3147900","6.2000","6"
"tt3148626","6.8000","20"
"tt3149038","7.2000","25326"
"tt3153806","7.8000","28"
"tt3159508","6.9000","7"
"tt3161308","4.6000","22"
"tt3163238","7.7000","92"
"tt3175888","7.0000","1956"
"tt3185650","8.6000","54"
"tt3186488","2.9000","8"
"tt3194474","6.6000","408"
"tt3196334","7.3000","122"
"tt3202202","7.4000","8152"
"tt3203528","6.4000","13498"
"tt3204254","3.7000","751"
"tt3212812","6.6000","1546"
"tt3213866","8.2000","37"
"tt3214448","5.9000","329"
"tt3216838","6.7000","9"
"tt3220900","7.1000","18"
"tt3223362","7.5000","568"
"tt3224258","4.6000","416"
"tt3225480","6.7000","48"
"tt3226290","7.4000","107"
"tt3228730","7.6000","12"
"tt3229768","4.1000","508"
"tt3233704","7.6000","109"
"tt3237172","8.6000","8"
"tt3238372","5.7000","6"
"tt3240102","4.9000","28"
"tt3244888","8.2000","9"
"tt3245848","6.5000","151"
"tt3248022","6.7000","7"
"tt3252020","7.0000","6"
"tt3253178","7.6000","5"
"tt3253930","7.3000","26372"
"tt3255322","6.2000","308"
"tt3257838","5.0000","14"
"tt3259968","5.8000","1492"
"tt3263568","7.2000","191"
"tt3267464","8.4000","38"
"tt3267734","6.8000","103"
"tt3268340","6.4000","1474"
"tt3268850","7.8000","2159"
"tt3269932","6.1000","216"
"tt3270636","6.9000","44"
"tt3271200","6.5000","34"
"tt3273434","5.4000","795"
"tt3273632","4.7000","453"
"tt3277476","7.3000","6"
"tt3280522","6.9000","189"
"tt3284450","6.3000","347"
"tt3285114","6.4000","29"
"tt3295482","3.7000","679"
"tt3296156","7.6000","1707"
"tt3296248","7.0000","23"
"tt3297046","4.0000","5"
"tt3300712","3.5000","162"
"tt3301874","7.4000","7"
"tt3303556","6.8000","9"
"tt3304874","8.4000","5"
"tt3306854","6.1000","82"
"tt3310280","5.9000","100"
"tt3315416","5.2000","34"
"tt3316948","6.1000","76769"
"tt3317036","7.2000","60"
"tt3317522","5.8000","6000"
"tt3318014","7.6000","30"
"tt3318544","8.4000","51"
"tt3319920","5.7000","33335"
"tt3320500","4.2000","1570"
"tt3323838","6.8000","6"
"tt3324262","1.5000","30"
"tt3324702","6.1000","147"
"tt3328094","3.7000","9"
"tt3328720","5.4000","1064"
"tt3328724","6.6000","28"
"tt3328762","6.7000","188"
"tt3330482","5.0000","68"
"tt3330816","5.8000","12"
"tt3334096","9.1000","10"
"tt3335606","6.3000","18577"
"tt3339208","4.1000","61"
"tt3340434","5.9000","27"
"tt3342830","5.4000","28"
"tt3342996","7.6000","14"
"tt3346976","8.1000","13"
"tt3350528","5.0000","27"
"tt3356272","5.7000","6"
"tt3359642","6.3000","29"
"tt3360128","4.9000","211"
"tt3360148","7.8000","60"
"tt3364242","6.6000","429"
"tt3377262","8.8000","20"
"tt3377798","3.9000","269"
"tt3382148","2.7000","2851"
"tt3383214","4.9000","608"
"tt3385408","6.8000","40"
"tt3385854","7.1000","316"
"tt3388280","5.8000","20"
"tt3389436","7.4000","5"
"tt3389736","6.1000","7"
"tt3394420","8.3000","5773"
"tt3401962","7.6000","516"
"tt3404140","7.7000","4104"
"tt3405166","6.9000","23"
"tt3406134","7.2000","10"
"tt3412662","3.3000","57"
"tt3421616","5.1000","310"
"tt3422428","5.1000","155"
"tt3427556","4.9000","18"
"tt3429784","8.1000","32"
"tt3431580","8.2000","21"
"tt3433600","6.6000","5"
"tt3438508","7.7000","19"
"tt3449664","5.8000","95"
"tt3450000","8.9000","12"
"tt3450178","5.0000","48"
"tt3450290","4.5000","116"
"tt3452390","7.1000","7"
"tt3456234","8.0000","13"
"tt3468698","3.8000","647"
"tt3471592","8.2000","14"
"tt3473418","7.2000","5"
"tt3483194","7.0000","1874"
"tt3484324","6.5000","135"
"tt3484828","7.6000","28"
"tt3488220","6.8000","25"
"tt3488462","6.6000","5470"
"tt3500478","6.7000","279"
"tt3501058","7.8000","20"
"tt3502826","4.0000","15"
"tt3504048","6.8000","29757"
"tt3508810","7.5000","13"
"tt3508958","7.0000","6"
"tt3509910","7.6000","47"
"tt3511812","7.5000","2441"
"tt3515652","5.3000","35"
"tt3517782","7.6000","17"
"tt3520564","6.5000","1279"
"tt3521332","6.8000","376"
"tt3527966","5.4000","12"
"tt3532544","6.1000","237"
"tt3545390","9.1000","66"
"tt3545504","5.6000","146"
"tt3546802","3.9000","98"
"tt3548834","2.1000","17"
"tt3549206","7.7000","599"
"tt3552326","6.6000","15"
"tt3555036","6.5000","1568"
"tt3557470","4.0000","6"
"tt3559570","5.1000","184"
"tt3565744","7.6000","23"
"tt3565836","3.9000","210"
"tt3566328","6.9000","18"
"tt3566698","4.9000","701"
"tt3573412","5.4000","44"
"tt3575618","7.6000","18"
"tt3575910","6.6000","19"
"tt3576084","7.3000","3645"
"tt3581098","5.9000","37"
"tt3583538","6.3000","425"
"tt3591462","6.8000","9"
"tt3591850","3.9000","32"
"tt3601848","7.0000","6"
"tt3604020","6.5000","6"
"tt3605292","7.9000","20"
"tt3607198","8.5000","1675"
"tt3612246","4.9000","90"
"tt3614356","7.6000","142"
"tt3615952","6.2000","419"
"tt3616292","4.3000","385"
"tt3620346","7.5000","42"
"tt3626508","7.6000","18"
"tt3626960","4.7000","31"
"tt3629548","6.1000","51"
"tt3630720","6.7000","146"
"tt3631488","8.2000","8"
"tt3632346","7.8000","5"
"tt3632902","7.0000","9"
"tt3643484","8.1000","13"
"tt3646264","5.4000","217"
"tt3646336","7.7000","14"
"tt3647124","7.5000","8"
"tt3652554","8.4000","8"
"tt3655682","4.4000","6251"
"tt3657760","6.0000","82"
"tt3659270","6.7000","11"
"tt3660078","5.9000","387"
"tt3662066","5.3000","1947"
"tt3664432","5.7000","482"
"tt3667590","6.4000","11"
"tt3669520","7.3000","586"
"tt3670250","8.0000","5"
"tt3670264","7.3000","108"
"tt3670288","5.6000","8"
"tt3671840","3.8000","5"
"tt3671918","5.3000","9"
"tt3675066","7.9000","12"
"tt3675906","7.0000","192"
"tt3678656","6.7000","613"
"tt3678958","7.0000","5"
"tt3681526","7.5000","6"
"tt3683086","4.8000","5"
"tt3685200","8.1000","20"
"tt3685376","5.6000","17"
"tt3687102","6.1000","12"
"tt3688332","8.0000","7"
"tt3693042","4.3000","696"
"tt3696804","5.9000","118"
"tt3697418","5.7000","80"
"tt3698118","6.3000","1291"
"tt3699816","7.1000","7"
"tt3701060","7.8000","11"
"tt3709618","5.4000","28"
"tt3717376","1.0000","6"
"tt3721466","7.1000","23"
"tt3721706","8.5000","42"
"tt3728380","7.7000","151"
"tt3730228","6.8000","170"
"tt3730990","5.2000","5"
"tt3732268","4.4000","20"
"tt3737650","6.3000","918"
"tt3739110","5.7000","2484"
"tt3743004","6.9000","15"
"tt3743314","5.0000","21"
"tt3743974","6.5000","214"
"tt3744092","5.6000","88"
"tt3745620","7.7000","4476"
"tt3746002","7.4000","9"
"tt3746274","9.4000","500"
"tt3749942","3.8000","15"
"tt3751082","7.4000","9"
"tt3754940","7.3000","10160"
"tt3756418","6.1000","155"
"tt3759568","4.7000","67"
"tt3766432","7.0000","71"
"tt3768502","4.2000","23"
"tt3773714","6.6000","5"
"tt3776514","7.2000","45"
"tt3777102","5.7000","147"
"tt3779414","5.1000","102"
"tt3783740","5.8000","63"
"tt3796736","5.2000","12"
"tt3799664","7.4000","18"
"tt3801032","7.5000","11"
"tt3801362","7.3000","22"
"tt3804792","1.7000","13"
"tt3805052","6.2000","14"
"tt3810818","6.9000","10"
"tt3811228","6.6000","29"
"tt3812722","5.3000","105"
"tt3814950","6.6000","168"
"tt3815430","4.7000","759"
"tt3819584","7.6000","5"
"tt3820728","9.1000","31"
"tt3823018","6.9000","1316"
"tt3823790","8.2000","6"
"tt3825662","5.0000","10"
"tt3831422","4.6000","9"
"tt3832126","5.1000","433"
"tt3837180","6.0000","496"
"tt3837196","6.6000","1031"
"tt3837508","6.5000","74"
"tt3841734","5.0000","5"
"tt3842468","7.8000","157"
"tt3843110","7.9000","21"
"tt3845758","7.4000","5"
"tt3845960","7.7000","1133"
"tt3846404","8.0000","10"
"tt3846736","8.3000","13"
"tt3846972","5.5000","240"
"tt3847734","9.0000","5"
"tt3848892","8.0000","48318"
"tt3856188","2.9000","24"
"tt3860916","6.3000","27339"
"tt3861006","2.7000","627"
"tt3885704","2.4000","16"
"tt3890730","7.9000","17"
"tt3894732","4.9000","29"
"tt3894774","9.0000","5"
"tt3906082","6.4000","8534"
"tt3907212","6.7000","67"
"tt3907330","6.3000","98"
"tt3909186","8.9000","7"
"tt3911560","7.6000","24"
"tt3912214","4.7000","221"
"tt3913452","6.0000","23"
"tt3915502","6.7000","10"
"tt3915574","4.2000","6"
"tt3919034","6.5000","183"
"tt3919598","4.2000","1010"
"tt3920820","8.2000","38"
"tt3921136","7.7000","94"
"tt3921362","7.0000","45"
