id	synopsis	rating	genre	director	writer	theater_date	dvd_date	currency	box_office	runtime	studio
1021		NR	Documentary	Henri Cartier-Bresson	Alfred Lewis Levitt					33 minutes	
1022	In this animated futuristic tale, a pair of twins must fight for domination of what is left of the world, the good man using the powers of magic in an attempt to save the Earth, and the evil twin taking advantage of the horrors of technology that again threaten to destroy everything.	PG	Action and Adventure|Animation|Kids and Family|Science Fiction and Fantasy	Ralph Bakshi	Ralph Bakshi	Feb 9, 1977	May 25, 2004			80 minutes	Eureka Entertainment Ltd
1023	Lorraine Gary stars as Ellen Brody, the widow of the police chief played by Roy Scheider in the first two films. She is now convinced that the shark has targeted her family for death.	PG-13	Action and Adventure|Horror|Mystery and Suspense	Joseph Sargent	Michael De Guzman	Jan 1, 1987	Jan 15, 1999			89 minutes	
1024	In this musical, Fred Astaire and Burgess Meredith appear as two rival trumpet players who would like to join the Artie Shaw Orchestra, and who'd each like to become the beau to the lovely Paulette Goddard. She agrees to be the two fellas' manager and is not so interested in love. She eventually falls for Astaire.	G	Classics|Comedy|Musical and Performing Arts|Romance		Johnny Mercer|Ian McLellan Hunter|Frank Cavett|Elaine Ryan	Jan 1, 1940	Jul 25, 2006			83 minutes	
1025	A nightclub performer hires a naive chorus girl to become his new dance partner to make his former partner jealous and to prove he can make any partner a star.	NR	Classics|Musical and Performing Arts|Romance	Charles Walters	Albert Hackett|Frances Goodrich|Sidney Sheldon|Guy Bolton	Jul 8, 1948	Mar 15, 2005			103 minutes	
1026	In this film, Detective Jim Brannigan is an Irish-American detective at large in London. After the requisite culture-clash routines, it's down to business as Brannigan teams with Scotland Yard official Commander Swann to corral a crook who has absconded to England to avoid extradition.	R	Action and Adventure|Classics|Drama|Mystery and Suspense	Douglas Hickox		Mar 26, 1975	Oct 2, 2001			111 minutes	
1028	Brian Henson, the son of Muppet founder Jim Henson, took over directing duties after the untimely death of his father for The Muppet Christmas Carol, a sluggish re-telling of the Charles Dickens tale. Michael Caine, surrounded by legions of fuzzy, felt puppets, plays it straight as the crotchety Ebenezer Scrooge, an old miser who could care less about Christmas and the joy the season brings. Working for the skinflint is his faithful employee Bob Cratchit (Kermit the Frog), who begs Scrooge for a day off for Christmas. Scrooge reluctantly agrees and goes home on Christmas Eve filled with bile at the holiday merrymakers. But then he is visited by the sprits of Christmas Past, Present, and Future, and Scrooge, after revisiting his sorrowful past, hate-filled present, and doomed future, turns over a new leaf and becomes the most generous and celebratory person in town.	G	Kids and Family|Science Fiction and Fantasy	Brian Henson	Jerry Juhl	Jan 1, 1992	Oct 8, 2002			120 minutes	
1029	"Based on the novel by Mika Waltari and helmed by Casablanca director Michael Curtiz, The Egyptian, a lavish period soaper, is set several centuries before the birth of Jesus Christ. Young Egyptian healer Sinuhe Edmund Purdom (ere accompanied by his servant, Kaptah, played by Peter Ustinov) draws the affection of barmaid Merit (Jean Simmons) who seeks his hand in marriage. Sinuhe provides medical assistance to the epileptic Pharoah, Akhnaton (Michael Wilding), who, meanwhile, becomes convinced that only one god exists, and thus infuriates all of his polytheistic priests, who secretly plot to assassinate him. Sinuhe has an affair with a Babylonian whore, Nefer (Bella Darvi), but grows listless with her and eventually ends the relationship, harkening back to Merit. However, she is soon extinguished, with an arrow through the heart, for also being monotheistic. Angered by this, and believing Akhnaton's ideas directly responsible for Merit's death, Sinuhe and his muscular friend, the affable Horemheb (screen heartthrob Victor Mature) poison the Pharoah. Akhnaton then dies while Horemheb prepares to ascend to the throne. Ingmar Bergman had a point when he admonished the idea of falling for one's lead actress, and it is a lesson one wishes producer Daryl Zanuck had learned; he purportedly had an extramarital affair with Darvi, taking her as a ""plaything,"" but grew sick of her after casting her in seven films. Her career then torpedoed. (Little wonder - her horrendous performance in this film must be seen to be believed; Variety called it ""less than believable or skilled."") This"	NR	Drama|Faith and Spirituality	Michael Curtiz	Philip Dunne|Casey Robinson					140 minutes	
1030	Marred by controversy at the time of its release, this horror fantasy from Italy's legendary horror director Mario Bava centers on the twisted desires of a nobleman's son (Christopher Lee). Lee is ostracized by his father for his dalliances with a servant girl (who later commits suicide), but is allowed to return to the fold by his brother, whose lovely wife (Dahlia Lavi) immediately becomes the object of Lee's mad lust. Lee is later found murdered, along with several other victims from the surrounding village, leading superstitious locals to believe that Lee's evil spirit has returned to destroy them; the twist ending reveals the real evil at work. The kinky, sadomasochistic relationship between Lee and Lavi raised more than a few censors' eyebrows, leading to some harsh cuts.	NR	Art House and International|Drama|Horror	Mario Bava	Ernesto Gastaldi|Ugo Guerra|Luciano Martini|Luciano Martino	Aug 29, 1963	Mar 8, 2005			90 minutes	
1031	"Auntie Mame began as a novel by Patrick Dennis (aka Ed Fitzgerald), then was adapted into a long-running Broadway play by Jerome Lawrence and Robert E. Lee. This 1958 film version permits Rosalind Russell to recreate her stage role as Mame Dennis, the flamboyant, devil-may-care aunt of young, impressionable Patrick Dennis. Left in Mame's care when his millionaire father drops dead, young Patrick (Jan Handzlik) is quickly indoctrinated into his aunt's philosophy that ""Life is a banquet--and some poor suckers are starving to death."" Social-climbing executor Dwight Babcock (Fred Clark) does his best to raise Patrick as a stuffy American aristocrat, but Mame battles Babcock to allow the boy to be as free-spirited as she is. In 1974, Auntie Mame was remade as the filmmusical Mame with Lucille Ball."	NR	Classics|Comedy|Drama	Morton DaCosta		Dec 27, 1958	Oct 1, 2002			143 minutes	
1033	Faye Dunaway stars in Michael Winner's labored re-make of the 1945 swashbuckler, which was co-scripted by Leslie Arliss, the original director of the 1945 film. Dunaway is Lady Barbara Skelton, a lady of the royal class, who becomes a highway robber, taking up with Captain Jerry Jackson (Alan Bates), a highwayman and her lover. Because of a notorious whiping scene in which Lady Barbara and Jackson's girlfriend (Marina Sirtis) take horsewhips to one another, tearing their clothing to strategically-placed ribbons, the film was held back from release because Winner refused to cut the salacious footage. After corralling author Kingsley Amis, and directors John Schlesinger, Karel Reisz, and Lindsay Anderson to attest to the redeeming social value of the scene, the scene stayed in the film.	R	Action and Adventure|Drama|Mystery and Suspense	Michael Winner	Leslie Arliss|Michael Winner	Oct 28, 1983	Apr 20, 2015			99 minutes	
1034	Henry VIII and His Six Wives is a feature film based upon the 1971 BBC miniseries The Six Wives of Henry VIII. Keith Michell weathers several makeup changes as the much-married titular monarch. While the miniseries was able to explore the political and personal reasons for the selection (and sometimes rejection) of the wives, the shortened version concentrates chiefly on such highlights as the birth of Queen Elizabeth and the execution of Anne Boleyn. The film is constructed in flashback form, with an aged Henry recalling his marital record. Side note: Donald Pleasence appears as Thomas Cromwell in Henry VIII and His Six Wives; Pleasence's daughter Angela had played Katherine Howard, Bride No. 5, in the original Six Wives of Henry VIII.	PG	Drama	Waris Hussein	Ian Thorne					125 minutes	
1035	An FBI agent stationed in Cleveland is assigned to investigate a case in Utah where a serial killer is molesting and murdering children. The agent discovers ties between the murders and a bearded, crazed religious fanatic who believes himself to be Noah and who is building a huge ark in a cave.	R	Action and Adventure|Mystery and Suspense	James Glickenhaus	James Glickenhaus	Dec 2, 1993	Jun 1, 2004			104 minutes	
