field_1,latitude,longitude,adm1
"6537",-3.0014851700,34.3016849200,Kaskazini-Pemba
"6538",-8.6858594800,34.3392406100,Shinyanga
"6539",-7.6961110100,37.0404032200,Kigoma
"6540",-6.6321755900,38.3432838400,Kusini-Pemba
"6541",-6.7357622300,39.1401768100,Kusini-Pemba
"6542",-4.9533242000,31.7449002700,Shinyanga
"6543",-1.5767599700,34.4151362600,Kaskazini-Pemba
"6544",-5.5525801600,38.8949626400,Kusini-Pemba
"6545",-1.8934915900,31.5779557500,Kaskazini-Pemba
"6546",-6.7431399000,36.5714188900,Kigoma
"6547",-3.3379061200,36.8425310900,Lindi
"6548",-9.3351678500,34.5578505800,Tabora
"6549",-3.2279862100,36.9512372900,Lindi
"6550",-3.5104700900,35.3379628400,Kusini Unguja
"6551",-6.3790063900,31.1738953500,Shinyanga
"6552",-3.8878647000,33.0183377800,Kagera
"6553",-6.6124465900,36.9819401500,Kigoma
"6554",-9.2878322300,34.2878524700,Kaskazini-Unguja
"6555",-2.5477653100,36.7870336000,Lindi
"6556",-9.5614139800,35.0944411000,Tabora
"6557",-4.7483932800,34.8012740800,Kilimanjaro
"6558",-2.8430259300,33.1651073500,Kagera
"6559",-3.2420337500,35.8558692200,Kusini Unguja
"6560",-2.9935194300,33.1009257900,Iringa
"6561",-9.0562191200,34.6810738700,Tabora
"6562",-6.5452538900,38.8458113200,Kusini-Pemba
"6563",-2.8386811300,37.1857719000,Lindi
"6564",-8.5251116100,36.5165473800,Tanga
"6565",-8.7281078300,34.5851265700,Tabora
"6566",-4.1678096500,33.0147292200,Kilimanjaro
"6567",-3.8463067300,34.0741354000,Mbeya
"6568",-3.7274234900,33.3530853800,Kagera
"6569",-6.5185927500,38.3092413900,Kusini-Pemba
"6570",-10.5599070800,35.8269577600,Tanga
"6571",-5.8414550400,32.9069439500,Kaskazini-Pemba
"6572",-9.6700628500,39.5480546100,Tanga
"6573",-4.3735133900,30.3762663800,Arusha
"6574",-2.6976963000,32.5710720900,Dar-Es-Salaam
"6575",-4.6490462600,34.3886840600,Kilimanjaro
"6576",-7.5914819300,36.9978286700,Kigoma
"6577",-3.5066619700,30.6084369600,Shinyanga
"6578",-4.1720467900,32.7875278100,Kilimanjaro
"6579",-4.2310580800,33.1876177700,Kilimanjaro
"6580",-9.8666643400,37.8821858300,Tanga
"6581",-6.9831826300,39.1037519800,Kusini-Pemba
"6582",-6.0843840100,36.7226866700,Kigoma
"6583",-4.3376849100,37.7379010000,Lindi
"6584",-7.5314470700,37.7630752700,Kusini Unguja
"6585",-10.6079579100,39.2112124700,Tanga
"6586",-3.6097700500,33.8692560000,Mbeya
"6587",-1.7217713500,30.9997923900,Ruvuma
"6588",-0.0000000200,0.0000000000,
"6589",-9.9573669500,38.9456415600,Tanga
"6590",-4.0757602700,35.3691938000,Kusini Unguja
"6591",-6.7243962800,32.0524977300,Shinyanga
"6592",-9.4956503600,34.7843290300,Tabora
"6593",-4.8520109100,39.1269358200,Arusha
"6594",-4.4390970000,34.8637956200,Kusini Unguja
"6595",-1.8372233000,34.3583458900,Kaskazini-Pemba
"6596",-10.8587515600,39.6718528200,Tanga
"6597",-6.8678859300,39.3992657700,Kusini-Pemba
"6598",-9.1554778600,34.6646694200,Tabora
"6599",-3.1418814700,34.3161639500,Kusini Unguja
"6600",-11.5132307300,37.3680375300,Tanga
"6601",-1.9711140100,32.9469918600,Kagera
"6602",-4.8861455200,34.7175553800,Kilimanjaro
"6603",-7.6532846100,31.3311108400,Kaskazini-Pemba
"6604",-8.8737392900,33.3597455100,Shinyanga
"6605",-4.9924529600,32.5911139300,Kaskazini-Pemba
"6606",-3.4920592300,36.8454355400,Lindi
"6607",-7.1028885800,31.1640531300,Shinyanga
"6608",-9.1629531100,33.8164057200,Singida
"6609",-6.1339410600,36.1654793800,Kigoma
"6610",-3.2011045300,37.1333755800,Lindi
"6611",-0.0000000200,0.0000000000,
"6612",-3.3544443700,36.7096542800,Lindi
"6613",-3.5097625200,33.5309824100,Mbeya
"6614",-6.4802074400,36.5769793300,Kigoma
"6615",-5.8116585900,36.4377014400,Kigoma
"6616",-5.0963118900,38.7092160100,Arusha
"6617",-3.3890941700,33.5320537900,Mbeya
"6618",-4.6205641700,30.3927664100,Arusha
"6619",-3.3918329300,37.2945802500,Lindi
"6620",-3.5950020900,37.3124197300,Kusini-Pemba
"6621",-9.3017155300,33.8752612000,Singida
"6622",-5.3544233200,33.1345124500,Kaskazini-Pemba
"6623",-5.8830991700,32.9728525500,Kaskazini-Pemba
"6624",-6.5766382500,39.0309045600,Kusini-Pemba
"6625",-8.8494077200,34.0200599000,Shinyanga
"6626",-10.0248070500,39.5931483800,Tanga
"6627",-2.5054729800,32.3568867300,Dar-Es-Salaam
"6628",-1.2495016800,31.6485551000,Dodoma
"6629",-6.3987302000,31.0757293900,Shinyanga
"6630",-4.1340646000,32.8719030500,Kilimanjaro
"6631",-4.3953365700,35.1652418800,Kusini Unguja
"6632",-5.7317866400,34.8290361700,Kaskazini-Unguja
"6633",-10.6940675600,35.8007860000,Tanga
"6634",-6.3314322700,38.3897252600,Kusini-Pemba
"6635",-6.6895578800,36.7712268900,Kigoma
"6636",-8.4406694300,33.0136074200,Kaskazini-Pemba
"6637",-10.9885824000,36.0462799100,Tanga
"6638",-10.7286337400,38.6494690700,Tanga
"6639",-4.3023434900,33.4942096000,Kilimanjaro
"6640",-3.2933536000,37.4472082600,Manyara
"6641",-10.9448623000,34.9920600400,Tanga
"6642",-1.3648414200,30.8128361500,Ruvuma
"6643",-3.3373093300,33.8581615500,Manyara
"6644",-4.2232193200,33.2612887300,Kilimanjaro
"6645",-9.2964265100,33.8350041600,Singida
"6646",-7.4146712400,37.6659019400,Kusini Unguja
"6647",-3.2367646700,37.6348341300,Lindi
"6648",-9.3211475000,34.6246906300,Tabora
"6649",-3.3510973400,36.7146572500,Lindi
"6650",-4.0525394600,32.5330594400,Kagera
"6651",-9.6320388500,39.1859034200,Tanga
"6652",-0.0000000200,0.0000000000,
"6653",-10.9715157800,39.0820495300,Tanga
"6654",-3.9851052300,35.2896825800,Kusini Unguja
"6655",-7.1684455800,36.9309099700,Kigoma
"6656",-2.5113685800,30.6202038400,Shinyanga
"6657",-3.5810438400,37.3877128600,Lindi
"6658",-3.4997363900,37.4402594100,Lindi
"6659",-4.8003161800,35.4851687800,Kusini Unguja
"6660",-9.2344870400,34.1112262500,Kaskazini-Unguja
"6661",-8.6469096100,34.7420121100,Kaskazini-Unguja
"6662",-3.3043899900,37.4213136800,Manyara
"6663",-6.5254817400,38.8641277600,Kusini-Pemba
"6664",-4.4002642000,30.1902380700,Arusha
"6665",-8.8324852900,33.2392720300,Shinyanga
"6666",-3.3015525400,36.6455980400,Lindi
"6667",-4.0835074000,34.7473074200,Kilimanjaro
"6668",-5.5958190800,38.5056875000,Arusha
"6669",-3.3511791900,37.3971490500,Manyara
"6670",-9.4252235300,33.8489950700,Singida
"6671",-2.0746623100,33.4633003500,Kaskazini-Pemba
"6672",-0.0000000200,0.0000000000,
"6673",-9.3439911700,33.6146549600,Singida
"6674",-8.7014216700,34.3808935400,Shinyanga
"6675",-7.3918193700,38.9676200700,Kusini-Pemba
"6676",-3.2615633200,37.1896233200,Lindi
"6677",-2.9747730500,36.9559832900,Lindi
"6678",-9.0657093200,35.0843944100,Tabora
"6679",-3.4050427500,35.5715733800,Kusini Unguja
"6680",-6.8980230000,39.1199616400,Kusini-Pemba
"6681",-3.8638503500,33.1472118800,Kagera
"6682",-7.8418205900,39.7611924200,Pwani
"6683",-9.5524569700,34.3414883600,Kaskazini-Unguja
"6684",-6.1005216200,36.8355336000,Kigoma
"6685",-3.1688812900,34.2377382400,Kusini Unguja
"6686",-8.7116971900,34.5638793600,Shinyanga
"6687",-2.7304521100,36.1125154000,Lindi
"6688",-8.1081115800,36.6849601100,Kigoma
"6689",-6.1181765400,36.2713703900,Kigoma
"6690",-3.3146902500,37.4238379200,Manyara
"6691",-4.4966207500,37.9120235800,Lindi
"6692",-2.7196557600,32.9513304100,Iringa
"6693",-6.3841400300,36.6727855100,Kigoma
"6694",-4.8106818100,32.0753717200,Shinyanga
"6695",-8.9614443100,36.6877437700,Tanga
"6696",-4.7576615700,29.7273225800,Tabora
"6697",-1.5164105200,34.4813623100,Kaskazini-Pemba
"6698",-3.0131155500,34.1222013500,Kaskazini-Pemba
"6699",-3.0318619900,33.7455557700,Manyara
"6700",-6.8271934600,37.0541821600,Kigoma
"6701",-6.6432948000,38.4171615100,Kusini-Pemba
"6702",-6.0116418500,36.8539473200,Kigoma
"6703",-1.2680239500,31.8059027600,Dodoma
"6704",-9.5915503600,33.8675341900,Tabora
"6705",-5.1420502000,31.0600864400,Tabora
"6706",-7.2240381200,36.4403872200,Kigoma
"6707",-7.3386341100,39.1821992000,Kusini-Pemba
"6708",-3.2599225900,36.6506828600,Lindi
"6709",-6.2270343100,36.4012053000,Kigoma
"6710",-1.6093943200,33.9648951900,Dodoma
"6711",-7.2666533100,38.9643813800,Kusini-Pemba
"6712",-9.3303699100,33.6356823900,Singida
"6713",-2.7773786400,31.6461314000,Shinyanga
"6714",-3.6132706000,33.4715628800,Kagera
"6715",-3.2327059100,36.9242764600,Lindi
"6716",-3.8653441000,33.1948507200,Kagera
"6717",-4.4589573400,29.8064680400,Arusha
"6718",-3.0400426500,30.8213438600,Shinyanga
"6719",-8.6319009200,33.1382484800,Kaskazini-Pemba
"6720",-10.5177431800,38.6752448000,Tanga
"6721",-9.6657274400,34.6553657300,Iringa
"6722",-8.5167348400,33.0059578700,Kaskazini-Pemba
"6723",-4.2379809600,34.7132412400,Kilimanjaro
"6724",-9.5459331500,33.4558224200,Tabora
"6725",-8.9800951200,33.2129422600,Kaskazini-Pemba
"6726",-2.5282925700,33.0269747500,Iringa
"6727",-7.7880195200,37.0396927800,Kigoma
"6728",-3.3374563000,34.1727473900,Manyara
"6729",-9.0933153800,32.7484990000,Kaskazini-Pemba
"6730",-5.0277266900,38.4115564600,Arusha
"6731",-10.5650067300,39.6715936100,Tanga
"6732",-8.0930460200,36.6850192000,Kigoma
"6733",-2.6796364800,32.9892505700,Iringa
"6734",-3.1535042400,34.2435069700,Kusini Unguja
"6735",-9.2588138100,35.2247745400,Tabora
"6736",-8.5788861400,35.2239779100,Kaskazini-Unguja
"6737",-1.9024533800,33.6332269300,Dodoma
"6738",-5.0752015900,38.7129149600,Arusha
"6739",-11.3073615700,36.9628573500,Tanga
"6740",-1.7079904500,31.0063136100,Ruvuma
"6741",-0.0000000200,0.0000000000,
"6742",-10.9357387200,38.3400585100,Tanga
"6743",-10.8069789400,39.8360394700,Tanga
"6744",-8.2765845700,31.4498020800,Kaskazini-Pemba
"6745",-6.2006023300,36.1280120800,Kigoma
"6746",-8.5379875200,39.1272374800,Kusini-Pemba
"6747",-4.8689232400,29.6702908400,Tabora
"6748",-9.6228968300,39.4581383200,Kusini-Pemba
"6749",-8.6782027200,34.3149052600,Shinyanga
"6750",-3.1194134500,37.5963354900,Lindi
"6751",-8.1382442600,36.6682065600,Kigoma
"6752",-5.1014995300,34.9517097200,Kilimanjaro
"6753",-10.7044558800,39.5738308200,Tanga
"6754",-3.6436253900,32.2448267600,Kagera
"6755",-6.7361579000,38.6466124400,Kusini-Pemba
"6756",-3.3871302300,36.7666976800,Lindi
"6757",-4.3153370900,34.2648415700,Kilimanjaro
"6758",-9.2624688600,33.5668015200,Singida
"6759",-9.3462291300,33.8273641400,Singida
"6760",-1.2365951700,30.6544413500,Ruvuma
"6761",-5.4790154800,36.0983261200,Kigoma
"6762",-8.8899820100,34.7841437500,Tabora
"6763",-5.3200931100,35.0835919200,Kilimanjaro
"6764",-7.7686914900,36.9190736400,Kigoma
"6765",-4.6521586000,33.4326788700,Kilimanjaro
"6766",-9.4358970400,33.8689917300,Singida
"6767",-3.4937822200,36.8185885700,Lindi
"6768",-3.5023140000,30.5897455000,Shinyanga
"6769",-8.2182981400,35.8643533000,Kaskazini-Unguja
"6770",-7.3027493400,36.5678164800,Kigoma
"6771",-4.6298464100,34.9653087600,Kilimanjaro
"6772",-10.1564200200,38.6835599400,Tanga
"6773",-1.5329345500,31.5576737900,Dodoma
"6774",-9.8841685500,35.3356362400,Tanga
"6775",-6.9635653800,37.5305146300,Kusini Unguja
"6776",-0.0000000200,0.0000000000,
"6777",-6.7400025300,30.4050577800,Shinyanga
"6778",-8.9609652400,34.9066173500,Tabora
"6779",-10.1270616800,39.6426657500,Tanga
"6780",-10.8396776900,39.0096500300,Tanga
"6781",-7.2315443000,37.7751751200,Kusini Unguja
"6782",-10.7531633200,36.5085825500,Tanga
"6783",-5.0488590300,32.1493162000,Shinyanga
"6784",-8.9393237100,36.1302134400,Tanga
"6785",-4.1430726100,34.8861401300,Kilimanjaro
"6786",-9.1675528500,32.8653957900,Kaskazini-Pemba
"6787",-3.3823833200,32.9454652100,Dar-Es-Salaam
"6788",-4.6883330500,29.7103080800,Tabora
"6789",-1.7113161900,31.5537176300,Kaskazini-Pemba
"6790",-4.5424930400,29.9089947600,Arusha
"6791",-3.3802136000,35.5784439900,Kusini Unguja
"6792",-5.0702039200,32.0682071400,Shinyanga
"6793",-6.8947422700,39.3634502700,Kusini-Pemba
"6794",-3.4754132700,34.2803112900,Kusini Unguja
"6795",-9.4293088100,33.9258066200,Tabora
"6796",-4.9779312900,29.7798147900,Tabora
"6797",-6.6799644800,35.7675715200,Kigoma
"6798",-1.7739658600,34.4047283100,Kaskazini-Pemba
"6799",-7.0517505000,37.7635506100,Kusini Unguja
"6800",-4.4486986300,30.2971183100,Arusha
"6801",-4.2462023500,30.1192586400,Arusha
"6802",-2.5990243800,33.2149678000,Dodoma
"6803",-7.6355949500,37.0256967000,Kigoma
"6804",-3.5740502600,36.8342641300,Lindi
"6805",-5.1766007500,34.6002703500,Kilimanjaro
"6806",-3.1406510000,37.5722396200,Lindi
"6807",-1.2020347300,31.4033534500,Dodoma
"6808",-7.0805029700,39.0937003300,Kusini-Pemba
"6809",-4.2318557000,35.5846449000,Lake Victoria
"6810",-3.3316743100,35.6950279800,Kusini Unguja
"6811",-3.1251897900,34.2555247300,Kusini Unguja
"6812",-2.0712198400,32.9938054800,Kagera
"6813",-0.0000000200,0.0000000000,
"6814",-8.9772041300,34.8145690100,Tabora
"6815",-4.1338742800,34.7489232900,Kilimanjaro
"6816",-4.7123921100,35.0671651000,Kilimanjaro
"6817",-7.3316083900,37.6711071200,Kusini Unguja
"6818",-8.9067841300,34.9103847400,Tabora
"6819",-2.0562282400,33.0473814700,Kagera
"6820",-4.9663091300,34.8625007800,Kilimanjaro
"6821",-4.3897658500,30.3504692000,Arusha
"6822",-7.9833043000,39.6818399200,Pwani
"6823",-1.7630477300,33.9626493000,Dodoma
"6824",-1.2875446800,30.6671261000,Ruvuma
"6825",-10.1804780100,38.9318989500,Tanga
"6826",-10.4905672800,39.3237088300,Tanga
"6827",-9.2197277700,34.6067066900,Tabora
"6828",-4.8283418000,38.3827407400,Lindi
"6829",-6.2575159300,37.2864548900,Kigoma
"6830",-6.6359608700,38.3502566000,Kusini-Pemba
"6831",-10.4954850100,40.2002667300,Tanga
"6832",-3.7283587000,37.5889800300,Lindi
"6833",-7.6910962700,37.0386798700,Kigoma
"6834",-7.5288445400,31.2200303500,Kaskazini-Pemba
"6835",-9.6224409800,39.6807838200,Tanga
"6836",-6.3228088400,37.6304785200,Kusini Unguja
"6837",-3.7124798800,33.1535786600,Kagera
"6838",-4.2133821500,33.1886036900,Kilimanjaro
"6839",-7.8836922600,31.4874560700,Kaskazini-Pemba
"6840",-9.7343991300,34.7985424700,Iringa
"6841",-0.0000000200,0.0000000000,
"6842",-10.2149483200,38.5578234100,Tanga
"6843",-6.2135036200,36.4671072400,Kigoma
"6844",-4.0860996800,32.6191697200,Kagera
"6845",-4.4886403800,30.1681234900,Arusha
"6846",-4.9372170700,32.6495028200,Kaskazini-Pemba
"6847",-3.3876599500,36.7623701400,Lindi
"6848",-2.5194609900,36.4541439300,Lindi
"6849",-9.1607157700,34.6890920600,Tabora
"6850",-2.4434976700,32.4074073600,Dar-Es-Salaam
"6851",-6.9004635300,39.1737029500,Kusini-Pemba
"6852",-9.6159150500,33.9010756700,Tabora
"6853",-4.1708356800,32.8037007400,Kilimanjaro
"6854",-4.3236529000,37.8514053000,Lindi
"6855",-5.8597268300,35.0680172900,Kaskazini-Unguja
"6856",-3.5078347400,35.3322088300,Kusini Unguja
"6857",-10.6067959200,39.2590226000,Tanga
"6858",-4.2235578000,32.6331346100,Kagera
"6859",-8.8346316200,32.6790006900,Kaskazini-Pemba
"6860",-3.5013884800,32.6747283100,Kagera
"6861",-0.0000000200,0.0000000000,
"6862",-9.3472212200,34.4803499000,Kaskazini-Unguja
"6863",-7.7908506700,37.0355867500,Kigoma
"6864",-6.7446774600,37.1264759700,Kigoma
"6865",-5.1158440800,38.7117582700,Arusha
"6866",-8.9708311100,34.8712113600,Tabora
"6867",-8.6992841800,34.3744449500,Shinyanga
"6868",-3.0114469200,37.0120067900,Lindi
"6869",-4.8255796300,32.7744427300,Kaskazini-Pemba
"6870",-3.0392339200,37.5604745400,Lindi
"6871",-8.9451668600,33.6714242100,Shinyanga
"6872",-4.9137568500,32.5373891200,Kaskazini-Pemba
"6873",-1.0721668100,31.7979682800,Dar-Es-Salaam
"6874",-4.7890156600,32.4231823900,Kaskazini-Pemba
"6875",-1.5831630000,31.1718800600,Ruvuma
"6876",-6.4824251000,35.9253614700,Kigoma
"6877",-11.0360752300,37.1808587500,Tanga
"6878",-3.4016035900,36.5273529200,Lindi
"6879",-3.7603942700,37.5489237700,Lindi
"6880",-2.4341710000,30.8048778800,Shinyanga
"6881",-8.3858931100,35.1328909800,Kaskazini-Unguja
"6882",-3.4045583300,33.4653520100,Mbeya
"6883",-3.1623677200,37.1122714200,Lindi
"6884",-3.2524938000,36.9286151400,Lindi
"6885",-4.3274194300,37.8482819000,Lindi
"6886",-3.1876361800,37.1044389700,Lindi
"6887",-8.8744283200,33.3258780400,Shinyanga
"6888",-7.9122075200,39.6600307600,Pwani
"6889",-10.2547519500,39.9192156400,Tanga
"6890",-2.7270602300,33.4723279300,Kagera
"6891",-0.0000000200,0.0000000000,
"6892",-4.2611280000,33.3968264400,Kilimanjaro
"6893",-8.3898288000,39.2863163700,Kusini-Pemba
"6894",-0.0000000200,0.0000000000,
"6895",-6.4296597500,35.9759953200,Kigoma
"6896",-3.9103513500,32.4624823500,Kagera
"6897",-8.9215423600,36.2691596200,Tanga
"6898",-1.9039017600,33.7307390600,Dodoma
"6899",-8.5997960100,32.4792468400,Kaskazini-Pemba
"6900",-8.5623114100,32.0398841300,Kaskazini-Pemba
"6901",-7.6517919800,35.3709171700,Kaskazini-Unguja
"6902",-10.4615405100,36.1362650000,Tanga
"6903",-5.4206433600,38.9833473500,Kusini-Pemba
"6904",-8.9721948200,33.9552261300,Kaskazini-Unguja
"6905",-2.9847118900,34.2032441500,Kaskazini-Pemba
"6906",-4.1757676800,32.8726386200,Kilimanjaro
"6907",-3.1519307400,33.9078816600,Manyara
"6908",-0.0000000200,0.0000000000,
"6909",-1.4109506400,31.5805747000,Dodoma
"6910",-4.9326573000,38.4688878800,Arusha
"6911",-1.7145358900,31.4976829100,Dodoma
"6912",-8.5321058500,39.1731791000,Kusini-Pemba
"6913",-7.3917000100,39.2359458500,Kusini-Pemba
"6914",-4.8223773000,38.2861165400,Arusha
"6915",-10.2788514600,40.1989632600,Tanga
"6916",-10.8305944700,39.6961319900,Tanga
"6917",-6.8899444800,37.8696007500,Kusini Unguja
"6918",-5.4282674800,37.5627236600,Kusini Unguja
"6919",-8.2564819300,35.2321783300,Kaskazini-Unguja
"6920",-0.0000000200,0.0000000000,
"6921",-8.0788320500,31.6603915800,Kaskazini-Pemba
"6922",-1.2211862100,30.9457946100,Ruvuma
"6923",-2.6362922400,31.4466516800,Shinyanga
"6924",-4.4019175200,34.3637096000,Kilimanjaro
"6925",-9.9907746600,38.9672575200,Tanga
"6926",-1.9372001500,33.9688094400,Dodoma
"6927",-4.4765609600,30.1635792700,Arusha
"6928",-1.8276552400,31.1588170700,Ruvuma
"6929",-7.4008516800,39.0409008800,Kusini-Pemba
"6930",-5.7658518400,34.4918232500,Kaskazini-Unguja
"6931",-0.0000000200,0.0000000000,
"6932",-4.1319612500,35.8637327600,Lake Victoria
"6933",-3.5689137400,37.3008466300,Kusini-Pemba
"6934",-5.4818312200,38.8911348600,Kusini-Pemba
"6935",-9.6050680900,33.8694485400,Tabora
"6936",-3.5414620800,37.5541864400,Manyara
"6937",-5.1705986900,36.2986495300,Kilimanjaro
"6938",-1.8001425800,34.6696806300,Kaskazini-Pemba
"6939",-5.7901845800,36.4651443000,Kigoma
"6940",-3.3550227700,36.9623298300,Lindi
"6941",-9.0875853200,33.5602100300,Singida
"6942",-6.7192571600,36.3136188900,Kigoma
"6943",-8.8478023400,38.8439335600,Kusini-Pemba
"6944",-5.0135471000,34.8450561600,Kilimanjaro
"6945",-4.8137841300,29.7343749100,Tabora
"6946",-6.0971471400,36.9274610700,Kigoma
"6947",-8.6272254300,34.2928030700,Shinyanga
"6948",-0.0000000200,0.0000000000,
"6949",-3.1083832600,36.7860771400,Lindi
"6950",-3.8026948000,33.0982523300,Kagera
"6951",-8.1384455600,34.8734732300,Shinyanga
"6952",-4.8447870000,38.3558591200,Lindi
"6953",-6.8714615400,37.0689127100,Kigoma
"6954",-9.8795121300,35.3621898500,Tanga
"6955",-3.2172539300,35.2691589900,Manyara
"6956",-3.2038087400,33.6762525600,Manyara
"6957",-5.0445768200,39.0457119700,Arusha
"6958",-7.8826328400,31.4840472900,Kaskazini-Pemba
"6959",-3.2688636400,37.4855482800,Manyara
"6960",-9.5526337100,33.7572079200,Tabora
"6961",-3.2594846000,37.2163263100,Lindi
"6962",-1.8441347100,31.6578311500,Kaskazini-Pemba
"6963",-7.4920628500,31.0188526500,Kaskazini-Pemba
"6964",-8.6615794300,31.8695977500,Kaskazini-Pemba
"6965",-9.2579400000,34.5683669800,Tabora
"6966",-1.6645998100,30.9907169500,Ruvuma
"6967",-9.5932534500,37.4056288000,Tanga
"6968",-2.0190326000,33.0318233100,Kagera
"6969",-7.3477539100,36.7375887500,Kigoma
"6970",-6.7144512600,36.3646881800,Kigoma
"6971",-1.8919803900,33.7456415800,Dodoma
"6972",-3.3801492400,36.5864462700,Lindi
"6973",-3.6051535800,36.8588259200,Kusini-Pemba
"6974",-4.7552818300,29.7356276200,Tabora
"6975",-4.6399014000,38.2677137800,Lindi
"6976",-10.5748729400,35.4160627000,Tanga
"6977",-6.9255461300,37.4184504300,Kusini Unguja
"6978",-8.2204899300,35.8847853800,Kaskazini-Unguja
"6979",-4.6649426000,38.2670647500,Lindi
"6980",-3.4333670400,34.2147111400,Kusini Unguja
"6981",-3.5440610000,32.5434448700,Kagera
"6982",-1.7069767100,34.2642599000,Dodoma
"6983",-6.9175080100,37.4276627600,Kusini Unguja
"6984",-8.2764138300,35.4811445300,Kaskazini-Unguja
"6985",-5.3224087400,35.0804526600,Kilimanjaro
"6986",-2.4682585400,32.9377315500,Iringa
"6987",-6.7985357900,37.8334638200,Kusini Unguja
"6988",-9.1166074300,33.8097230600,Singida
"6989",-7.9314709200,35.3345598400,Kaskazini-Unguja
"6990",-10.4599288000,36.1248111600,Tanga
"6991",-7.2699598800,38.2731105600,Kusini Unguja
"6992",-10.2404977000,34.7210330400,Iringa
"6993",-7.6297425900,31.1546384300,Kaskazini-Pemba
"6994",-8.9559162900,33.2192042600,Kaskazini-Pemba
"6995",-3.1087677100,33.4448330900,Kagera
"6996",-3.2987580900,37.1959737100,Lindi
"6997",-9.0864262000,34.5896588500,Tabora
"6998",-4.5110321900,30.1187907400,Arusha
"6999",-3.2161365600,33.8477219900,Manyara
"7000",-3.1096693500,37.6321969700,Lindi
"7001",-6.8938696500,39.1180237000,Kusini-Pemba
"7002",-10.9239663900,36.0929619800,Tanga
"7003",-3.7830896700,37.6148537300,Lindi
"7004",-4.2324373800,35.5109819600,Lake Victoria
"7005",-6.4433957500,38.8961636200,Kusini-Pemba
"7006",-3.3988853700,33.4673658900,Mbeya
"7007",-5.8096866200,37.1252941200,Kilimanjaro
"7008",-3.3207930100,37.5736689200,Manyara
"7009",-3.4580714900,36.7888922100,Lindi
"7010",-8.9891933100,34.7634747100,Tabora
"7011",-7.8880304200,39.1846284400,Kusini-Pemba
"7012",-6.6356783300,38.1734218600,Kusini-Pemba
"7013",-2.1298062200,33.5414858100,Kaskazini-Pemba
