title,studio,domestic_gross,foreign_gross,year,genre pull,pull from tmdb
Self/Less,Focus,12300000,18200000,2015,,"[878, 9648, 53]"
Far from the Madding Crowd,FoxS,12200000,18000000,2015,,"[18, 10749]"
Mr. Holmes,RAtt.,17700000,11600000,2015,,"[18, 9648]"
Love & Mercy,RAtt.,12600000,16100000,2015,,"[18, 10402]"
Irrational Man,SPC,4000000,23400000,2015,,"[18, 9648]"
American Ultra,LGF,14400000,12700000,2015,"Action,Comedy,Sci-Fi","[35, 28]"
Wild Tales,SPC,3100000,23900000,2015,,"[18, 53, 35]"
Aloha,Sony,21100000,5200000,2015,"Comedy,Drama,Romance","[18, 35, 10749]"
"Love, Rosie",TFA,20400,25600000,2015,,"[35, 10749]"
The 33,WB,12200000,12700000,2015,"Biography,Drama,History","[18, 36]"
Capture the Flag,Par.,6700,24600000,2015,,"[35, 16, 12, 10751]"
The Gunman,ORF,10700000,13500000,2015,"Action,Crime,Drama","[28, 18, 80]"
Go Away Mr. Tumor,CL,287000,21500000,2015,,
Black or White,Rela.,21600000,,2015,Drama,[18]
Blackhat,Uni.,8000000,11600000,2015,"Action,Crime,Thriller","[80, 53, 28]"
Dope,ORF,17500000,480000,2015,"Comedy,Crime,Drama","[80, 18, 35]"
Brothers: Blood Against Blood,FIP,614000,17200000,2015,,
While We're Young,A24,7600000,9700000,2015,"Comedy,Drama,Mystery","[35, 18, 9648]"
Monkey Kingdom,BV,16399999,711000,2015,,[99]
Macbeth (2015),Wein.,1100000,15200000,2015,,
Scouts Guide to the Zombie Apocalypse,Par.,3700000,12400000,2015,"Action,Comedy,Horror","[35, 27]"
Suffragette,Focus,4700000,11300000,2015,"Biography,Drama,History","[18, 36]"
It Follows,RTWC,14700000,,2015,"Horror,Mystery","[27, 53]"
Unfinished Business,Fox,10200000,4200000,2015,"Drama,Family",[35]
Do You Believe?,PFR,13000000,1400000,2015,Drama,"[14, 18]"
Woodlawn,PFR,14400000,,2015,"Drama,Sport",[18]
Strange Magic,BV,12400000,1200000,2015,,"[10402, 16, 10751, 14]"
Hot Tub Time Machine 2,Par.,12300000,767000,2015,"Comedy,Mystery,Sci-Fi",[35]
Child 44,LG/S,1200000,11700000,2015,"Crime,Drama,History","[80, 53]"
We Are Your Friends,WB,3600000,7500000,2015,"Drama,Music,Romance","[18, 10402, 10749, 35]"
Danny Collins,BST,5600000,5200000,2015,"Biography,Comedy,Drama","[35, 18, 10402]"
Kung Fu Killer,WGUSA,130000,10000000,2015,,
A Little Chaos,FCW,558000,9500000,2015,,"[18, 10749]"
The Loft,ORF,6000000,4099999,2015,,[53]
The Young & Prodigious T.S. Spivet,Wein.,174000,9300000,2015,,
Shanghai,Wein.,46400,9200000,2015,"Crime,Drama,Mystery","[18, 9648, 10749]"
Un Gallo con Muchos Huevos,LGF,9100000,,2015,,
Me and Earl and the Dying Girl,FoxS,6800000,2300000,2015,"Comedy,Drama,Romance","[35, 18]"
Amy,A24,8400000,,2015,,[27]
Shaandaar,FIP,522000,7800000,2015,,
Trumbo (2015),BST,7900000,378000,2015,,
Bajrangi Bhaijaan,Eros,8199999,,2015,"Action,Comedy,Drama","[28, 35, 18]"
I'll See You In My Dreams,BST,7400000,,2015,,"[18, 35]"
The Green Inferno,BH Tilt,7200000,,2015,"Adventure,Horror","[28, 12, 27, 53]"
Grandma (2015),SPC,7000000,107000,2015,,
Our Brand Is Crisis (2015),WB,7000000,,2015,,
Baahubali: The Beginning,BSC,6700000,,2015,"Action,Drama",
Bajirao Mastani,Eros,6600000,,2015,,
Little Boy,ORF,6500000,,2015,"Drama,History,War","[35, 18, 10752]"
What We Do in the Shadows,U/P,3500000,2800000,2015,,"[35, 27]"
Anomalisa,Par.,3800000,1900000,2015,"Animation,Comedy,Drama","[16, 35, 18, 10749]"
Pawn Sacrifice,BST,2400000,3100000,2015,,"[53, 18]"
Serena,Magn.,176000,4900000,2015,,[18]
Mr. X,FIP,45000,5000000,2015,,[99]
Dilwale,UTV,4900000,,2015,,"[80, 28, 35]"
Back to the Future Day,UHE,1700000,3200000,2015,,
Trash,FCW,17500,4800000,2015,Thriller,[]
True Story,FoxS,4700000,,2015,,"[80, 18, 9648]"
"Buen Dia, Ramon",FIP,154000,4500000,2015,,
Hamari Adhuri Kahani,FIP,235000,4200000,2015,,[18]
45 Years,IFC,4200000,,2015,,"[18, 10749]"
Escobar: Paradise Lost,RTWC,196000,3600000,2015,"Crime,Drama,History","[53, 10749]"
Spare Parts,LGF,3600000,,2015,,[18]
Learning to Drive,BG,3400000,,2015,,"[35, 18, 10749]"
By the Sea,Uni.,538000,2800000,2015,"Drama,Romance","[18, 10749]"
Sleeping with Other People,IFC,819000,2400000,2015,,[35]
Phoenix (2015),IFC,3200000,,2015,,
Jimmy's Hall,SPC,561000,2600000,2015,,"[36, 18]"
Dil Dhadakne Do,Eros,3100000,,2015,,"[18, 10751, 10749, 35]"
Ladrones,LGF,3100000,,2015,,"[80, 35]"
Remember (Canada Release),EOne,547000,2500000,2015,,
Tanu Weds Manu Returns,Eros,3000000,,2015,,
Rock The Kasbah,ORF,3000000,,2015,"Comedy,Music,War","[35, 10402, 10752]"
The End of the Tour,A24,3000000,,2015,,[18]
Captive (2015),Par.,2600000,218000,2015,,
He Named Me Malala,FoxS,2700000,97100,2015,,[99]
Youth,FoxS,2700000,,2015,"Drama,Family",[18]
Chi-Raq,RAtt.,2700000,,2015,,"[10402, 18, 80, 35]"
Truth,SPC,2500000,,2015,,[53]
Mistress America,FoxS,2500000,,2015,,[35]
Jem and the Holograms,Uni.,2200000,149000,2015,"Adventure,Drama,Family","[18, 14, 10402]"
Beloved Sisters,MBox,54000,2200000,2015,,"[10749, 18, 36]"
The Riot Club,IFC,7700,2100000,2015,,"[18, 53]"
Tamasha,UTV,2100000,,2015,,"[35, 18, 10749]"
Cake,CLF,2000000,,2015,,[18]
Assassination (2015),WGUSA,1900000,,2015,,
Clouds of Sils Maria,IFC,1900000,,2015,,[18]
Testament of Youth,SPC,1800000,,2015,"Biography,Drama,History","[36, 18, 10752]"
Piku,Yash,1800000,,2015,,
The Vatican Tapes,LGF,1800000,,2015,"Horror,Thriller","[53, 27]"
Son of Saul,SPC,1800000,,2015,,"[10752, 18, 53]"
Janis: Little Girl Blue,FR,410000,1200000,2015,,"[99, 10402]"
'71,RAtt.,1300000,355000,2015,,"[53, 28, 18, 10752]"
The Diary of a Teenage Girl,SPC,1500000,,2015,"Comedy,Drama,Romance","[18, 10749]"
I (2015),AaF,1400000,,2015,,
Infinitely Polar Bear,SPC,1400000,,2015,,"[35, 18]"
99 Homes,BG,1400000,,2015,,[18]
Welcome Back,Eros,1400000,,2015,,
The Salt of the Earth,SPC,1300000,,2015,,
Maps to the Stars,FCW,351000,988000,2015,,[18]
Iris (2015),Magn.,1300000,,2015,,
The Wolfpack,Magn.,1300000,,2015,,[99]
Veteran,CJ,1200000,,2015,,"[28, 35, 80]"
Goodnight Mommy,RTWC,1200000,,2015,,"[18, 27, 53]"
Black Sea,Focus,1200000,,2015,,"[12, 53, 18]"
Miss You Already,RAtt.,1200000,,2015,,"[35, 18]"
Where Hope Grows,RAtt.,1200000,,2015,,[18]
Cartel Land,Orch.,704000,422000,2015,,"[18, 99]"
Timbuktu,Cohen,1100000,,2015,,[18]
Dior and I,Orch.,1000000,,2015,,[99]
5 Flights Up,FCW,1000000,,2015,,[18]
Big Stone Gap,PH,1000000,,2015,,"[10749, 35]"
Gett: The Trial of Viviane Amsalem,MBox,988000,,2015,,
Boruto: Naruto the Movie,Elev.,920000,,2015,,
Singh is Bling,Eros,919000,,2015,,
ABCD (Any Body Can Dance) 2,UTV,892000,,2015,,
Mustang,Cohen,845000,,2015,Drama,[18]
Labyrinth of Lies,SPC,794000,,2015,,"[18, 36]"
The D Train,IFC,673000,102000,2015,"Comedy,Drama","[18, 10751]"
Seymour: An Introduction,IFC,744000,,2015,,[99]
Tangerine,Magn.,702000,,2015,,"[35, 18]"
Red Army,SPC,695000,,2015,,"[99, 36]"
The Stanford Prison Experiment,IFC,661000,,2015,,"[53, 18]"
The Assassin,WGUSA,633000,,2015,,"[28, 18, 36]"
"Kumiko, The Treasure Hunter",Ampl.,623000,,2015,,[18]
Welcome to Me,Alc,609000,,2015,,"[35, 18]"
Black Panthers: Vanguard of the Revolution,PBS,517000,67200,2015,,
Detective Byomkesh Bakshy,Yash,579000,,2015,,
Freeheld,LGF,573000,,2015,"Biography,Drama,Romance","[10749, 18]"
When Marnie Was There,GK,561000,,2015,,"[16, 18]"
Gabbar is Back,Eros,535000,,2015,,"[18, 28]"
The Last - Naruto the Movie,Elev.,524000,,2015,,
Peggy Guggenheim Art Addict,SD,498000,,2015,,
Phantom (2015),UTV,490000,,2015,,
Somewhere Only We Know,CL,482000,,2015,,
Let's Get Married,CL,463000,,2015,,
Bombay Velvet,FIP,451000,,2015,,
Attack on Titan: Part 1,FUN,450000,,2015,,
The Third Man (2015 re-release),Rialto,449000,,2015,,
Saint Laurent,SPC,429000,,2015,,[18]
Listen to Me Marlon,SHO,426000,,2015,,[99]
Heart of a Dog,Abr.,421000,,2015,,[99]
The Witness (Wo shi zheng ren),CL,418000,,2015,,
Unbranded,Grav.,410000,,2015,,
The Second Mother,Osci.,377000,,2015,,[18]
Kahlil Gibran's The Prophet (Gathr),Gathr,370000,,2015,,
Katti Batti,UTV,365000,,2015,,
Kahlil Gibran's The Prophet,GK,355000,,2015,,
Effie Gray,AF,353000,,2015,,[18]
Noble,Asp.,347000,,2015,,[18]
Northern Limit Line,WGUSA,338000,,2015,,
Shamitabh,Eros,325000,,2015,,
Jafar Panahi's Taxi,KL,322000,,2015,,
Good Kill,IFC,316000,,2015,,"[28, 18, 53]"
Running Man (2015),CL,311000,,2015,,
Attack on Titan: Part 2,FUN,306000,,2015,,
Theeb,FM,283000,,2015,,
White God,Magn.,282000,,2015,,[18]
A Borrowed Identity,Strand,282000,,2015,,
In the Name of my Daughter,Cohen,278000,,2015,,
Hitchcock/Truffaut,Cohen,260000,,2015,,[99]
Love (2015),Alc,249000,,2015,,
Tevar,Eros,236000,,2015,,
20 Once Again,CJ,235000,,2015,,
Slow West,A24,229000,,2015,,"[10749, 53, 37, 18]"
A Royal Night Out,ADC,228000,,2015,,"[53, 10749, 18, 9648]"
A Pigeon Sat on a Branch Reflecting on Existence,Magn.,223000,,2015,,"[18, 35]"
Pyaar Ka Punchnama 2,Rel.,223000,,2015,,
Fall in Love Like a Star,CL,213000,,2015,,
Dark Places,A24,209000,,2015,,"[18, 9648, 53]"
Heneral Luna,Abr.,206000,,2015,,"[35, 28, 18, 36, 10752]"
Gemma Bovery,MBox,192000,,2015,,"[10749, 18, 35]"
The Connection,Drft.,191000,,2015,,"[28, 80, 53]"
Love and Lost (Shi Gu),CL,189000,,2015,,
Stonewall (2015),RAtt.,188000,,2015,,
Maggie,RAtt.,187000,,2015,"Drama,Horror","[27, 18, 9648]"
Detective K: Secret of the Lost Island,CJ,185000,,2015,,
The Priests,CJ,185000,,2015,,
The Farewell Party,Gold.,173000,,2015,,"[35, 18]"
A Brilliant Young Mind,Gold.,172000,,2015,,
Time Out of Mind,IFC,167000,,2015,,[18]
Snow Girl and the Dark Crystal,WGUSA,165000,,2015,,
C'Est Si Bon,CJ,164000,,2015,,
The Last Women Standing,CL,163000,,2015,,
5 to 7,IFC,163000,,2015,,"[35, 10749]"
After The Ball,Free,162000,,2015,,
Human Capital,FM,159000,,2015,,
Experimenter,Magn.,156000,,2015,,"[18, 36]"
Desert Dancer,Rela.,155000,,2015,"Biography,Drama,Music",[18]
Samba,BG,152000,,2015,,"[18, 35]"
The Tribe,Drft.,151000,,2015,,"[18, 80]"
Forever Young (2015),CL,150000,,2015,,
The New Girlfriend,Cohen,147000,,2015,,
Tangerines,Gold.,145000,,2015,,"[18, 10752]"
Manglehorn,IFC,143000,,2015,Drama,[18]
Ingrid Bergman: In Her Own Words,Rialto,138000,,2015,,[99]
Twenty (2015),CJ,136000,,2015,,
La Sapienza,KL,135000,,2015,,
Mississippi Grind,A24,131000,,2015,,"[18, 53]"
A Journey Through Time with Anthony,CL,127000,,2015,,
Boulevard,SM,126000,,2015,,[18]
Z for Zachariah,RAtt.,121000,,2015,,"[18, 878, 53]"
Do I Sound Gay?,IFC,119000,,2015,,[99]
Love Live! The School Idol Movie,AZ,116000,,2015,,"[16, 10402]"
She's Funny That Way,LGP,112000,,2015,,[35]
Memories of the Sword,WGUSA,111000,,2015,,
The Look of Silence,Drft.,109000,,2015,,"[36, 99]"
The Beauty Inside,WGUSA,108000,,2015,,
The Chronicles of Evil,CJ,105000,,2015,,
Every Secret Thing,SM,104000,,2015,,"[53, 18, 80, 9648]"
Ghost in the Shell: The New Movie,FUN,101000,,2015,,"[878, 16]"
Black Souls (Anime Nere),Alc,101000,,2015,,
A Poem Is a Naked Person (2015 re-issue),Jan.,96600,,2015,,
Saving Mr. Wu,UEP,92700,,2015,,"[53, 80, 28, 18]"
The Tales of Hoffmann (2015 re-issue),Rialto,91900,,2015,,
Christmas Eve,Ampl.,91300,,2015,,"[35, 10751, 10749]"
Queen of Earth,IFC,91200,,2015,,"[18, 53]"
Hero (2015),Eros,88700,,2015,,
Sunshine Superman,Magn.,88100,,2015,,[99]
Heaven Knows What,RTWC,80700,,2015,,[18]
Nasty Baby,Orch.,79800,,2015,,"[35, 18]"
The Wonders,Osci.,73400,,2015,,[18]
Predestination,VE,68400,,2015,,"[878, 53]"
People Places Things,TFA,67000,,2015,,
Eden,BG,65500,,2015,Drama,[18]
The Duke of Burgundy,IFC,64500,,2015,,"[18, 9648, 10749]"
The Office,CL,63700,,2015,,
Flowers,MBox,61600,,2015,,[18]
Only You,CL,61600,,2015,,
Girlhood (2015),Strand,60800,,2015,,
Jauja,CGld,60200,,2015,,
Gueros,KL,60100,,2015,,
I Smile Back,BG,58700,,2015,,[18]
The Ark of Mr. Chow,CL,54100,,2015,,
Love Thy Nature,ITL,41100,11800,2015,,[99]
The Advocate: A Missing Body,CJ,50200,,2015,,
Heist (2015),LGP,50100,,2015,,
Difret,TA,49700,,2015,,[18]
Appropriate Behavior,Grav.,46900,,2015,,"[35, 18, 10749]"
Beyond the Reach,RAtt.,45900,,2015,,[53]
The Salvation,IFC,44900,,2015,,"[18, 37]"
Madame Bovary,Alc,44200,,2015,,[18]
Charlie's Country,MR,42900,,2015,,
Pearl Button,KL,42200,,2015,,
Queen and Country,BBC,41300,,2015,,
The Phone,CJ,40500,,2015,,"[53, 28, 9648]"
What Our Fathers Did: A Nazi Legacy,Osci.,40100,,2015,,[99]
Lila & Eve,Gold.,38300,,2015,,"[53, 18]"
Before We Go,RTWC,37200,,2015,"Comedy,Drama,Romance","[18, 10749, 35]"
The Mafia Only Kills in Summer,Distrib.,37100,,2015,,
Knock Knock,LGP,36300,,2015,"Drama,Thriller","[18, 53]"
Kindergarten Teacher,KL,36200,,2015,,
Welcome to Leith,FRun,36000,,2015,,"[53, 80, 99]"
Wild City,WGUSA,34900,,2015,,"[53, 28, 80]"
The Forbidden Room,KL,34400,,2015,,"[9648, 18, 35, 10749]"
Song One,TFA,32299,,2015,"Drama,Music",[18]
Love Forecast,CJ,32200,,2015,,
"Out 1, noli me tangere",CFilms,31500,,2015,,
"3 1/2 Minutes, 10 Bullets",Part.,30400,,2015,,
Paulette,Cohen,29500,,2015,,
The Cut,Strand,28100,,2015,,
The Keeping Room,Drft.,27200,,2015,,"[18, 37]"
Big Game,EC,24600,,2015,,"[28, 12, 53]"
Kill Me Three Times,Magn.,24300,,2015,,"[35, 53, 9648]"
"Hippocrates, Diary of a French Doctor",Distrib.,23100,,2015,,
Court,Zeit.,22900,,2015,,[18]
Salut D'Amour,CJ,22500,,2015,,
Mediterranea,IFC,22100,,2015,,[18]
Noma - My Perfect Storm,Magn.,21100,,2015,,
The Little Death,Magn.,18200,,2015,,"[18, 35, 10749]"
Gangnam 1970,CJ,18000,,2015,,
Strangerland,Alc,17500,,2015,"Drama,Mystery,Thriller","[18, 53, 9648]"
Eastern Boys,FRun,16800,,2015,,
Extraction,LGP,16800,,2015,,[28]
Eva,Wein.,16700,,2015,,"[18, 10749]"
The World of Kanako,Drft.,16600,,2015,,"[9648, 18, 80, 53]"
Zombeavers,Free,14900,,2015,,"[27, 28, 35]"
The Hallow,IFC,13900,,2015,,"[14, 27]"
Amour Fou,FM,13700,,2015,,
Arabian Nights: Volume 1 - The Restless One,KL,12300,,2015,,
Of Horses and Men,MBox,11900,,2015,,"[18, 10749, 35]"
Marie's Story,FM,11700,,2015,,[18]
1001 Grams,KL,11000,,2015,,
Empire of Lust,CJ,10700,,2015,,
The Forecaster,FOR,10200,,2015,,
Still Life (2015),Trib.,9500,,2015,,
Every Thing Will be Fine,IFC,9200,,2015,,[18]
The Lesson,FM,9000,,2015,,
An Eye for Beauty,MR,9000,,2015,,
Northern Soul,Free,8900,,2015,,"[10402, 18]"
The Girl in the Book,Free,8200,,2015,,[18]
Steak (R)evolution,KL,8000,,2015,,
On the Way to School,Distrib.,7400,,2015,,
Hungry Hearts,IFC,6900,,2015,,"[53, 18]"
Steve McQueen: The Man & Le Mans,FR,6800,,2015,,
Arabian Nights: Volume 2 - The Desolate One,KL,6400,,2015,,
Alleluia,MBox,6300,,2015,,
Barely Lethal,A24,6100,,2015,,"[28, 12, 35]"
Chic!,Distrib.,5600,,2015,,
Far from Men,Trib.,5300,,2015,,"[18, 10752]"
The Dead Lands,Magn.,5200,,2015,,"[28, 12]"
Jenny's Wedding,IFC,4700,,2015,,"[35, 18]"
Against the Sun,TAFC,4600,,2015,,"[10752, 12, 18]"
Ashby,TFA,4600,,2015,,"[18, 10749, 35]"
Arabian Nights: Volume 3 - The Enchanted One,KL,4500,,2015,,
The Summer of Sangaile,Strand,4500,,2015,,"[18, 10749]"
Club Life,Orch.,4400,,2015,,[18]
Back to the Jurassic,CJ,4400,,2015,,"[12, 10751, 16]"
In the Basement,Strand,3600,,2015,,
Fidelio: Alice's Odyssey,FRun,3600,,2015,,
That Sugar Film,Gold.,3500,,2015,,[99]
Xenia,Strand,3200,,2015,,
The Iron Ministry,Icar.,3200,,2015,,
The Lady in the Car with Glasses and a Gun,Magn.,2200,,2015,,[53]
Stations of the Cross,FM,1500,,2015,,[18]
Skin Trade,Magn.,1200,,2015,Documentary,"[53, 28, 18]"
Thanks to My Friends,Distrib.,900,,2015,,
REC 4: Apocalypse,Magn.,800,,2015,,
It's All So Quiet (Boven is het stil),BWP,700,,2015,,
Tough Being Loved By Jerks,KL,700,,2015,,
The Chambermaid,FM,300,,2015,,
Captain America: Civil War,BV,408100000,745200000,2016,"Action,Adventure,Sci-Fi","[12, 28, 878]"
Rogue One: A Star Wars Story,BV,532200000,523900000,2016,"Action,Adventure,Sci-Fi","[28, 12, 878]"
Finding Dory,BV,486300000,542300000,2016,"Adventure,Animation,Comedy","[12, 16, 35, 10751]"
Zootopia,BV,341300000,682500000,2016,"Adventure,Animation,Comedy","[16, 12, 10751, 35]"
The Jungle Book (2016),BV,364000000,602500000,2016,,
The Secret Life of Pets,Uni.,368400000,507100000,2016,"Adventure,Animation,Comedy","[12, 35, 16, 10751]"
Batman v Superman: Dawn of Justice,WB,330400000,543300000,2016,"Action,Adventure,Fantasy","[28, 12, 14]"
Fantastic Beasts and Where To Find Them,WB,234000000,580000000,2016,"Adventure,Family,Fantasy","[12, 10751, 14]"
Deadpool,Fox,363100000,420000000,2016,"Action,Adventure,Comedy","[28, 12, 35]"
Suicide Squad,WB,325100000,421700000,2016,"Action,Adventure,Fantasy","[28, 12, 80, 14, 878]"
Doctor Strange,BV,232600000,445100000,2016,"Action,Adventure,Fantasy","[28, 12, 14, 878]"
Moana,BV,248800000,394600000,2016,"Adventure,Animation,Comedy",[99]
Sing,Uni.,270400000,363800000,2016,"Animation,Comedy,Family","[16, 35, 18, 10751]"
The Mermaid (Mei ren yu),Sony,3200000,550600000,2016,,
X-Men: Apocalypse,Fox,155400000,388500000,2016,"Action,Adventure,Sci-Fi","[28, 12, 878, 14]"
Kung Fu Panda 3,Fox,143500000,377600000,2016,"Action,Adventure,Animation","[28, 12, 16, 35, 10751]"
La La Land,LG/S,151100000,295000000,2016,"Comedy,Drama,Music","[35, 18, 10749]"
Warcraft,Uni.,47400000,386300000,2016,"Action,Adventure,Fantasy","[28, 12, 14]"
Jason Bourne,Uni.,162400000,253100000,2016,"Action,Thriller","[28, 53]"
Ice Age: Collision Course,Fox,64099999,344500000,2016,"Adventure,Animation,Comedy","[12, 16, 10751, 35]"
Independence Day: Resurgence,Fox,103100000,286500000,2016,"Action,Adventure,Sci-Fi","[28, 12, 878]"
Monster Hunt,FR,32800,385300000,2016,,"[35, 14]"
The Legend of Tarzan,WB,126600000,230100000,2016,"Action,Adventure,Drama","[28, 12]"
The Angry Birds Movie,Sony,107500000,244800000,2016,"Action,Animation,Comedy","[16, 12, 35]"
Trolls,Fox,153700000,193200000,2016,"Adventure,Animation,Comedy","[12, 10751, 35, 14, 10402, 16]"
Star Trek Beyond,Par.,158800000,184600000,2016,"Action,Adventure,Sci-Fi","[28, 12, 878]"
Now You See Me 2,LG/S,65099999,269800000,2016,"Action,Adventure,Comedy","[28, 35, 53]"
The Conjuring 2,WB (NL),102500000,217900000,2016,,"[27, 9648, 53]"
Passengers (2016),Sony,100000000,203100000,2016,,
Dangal,UTV,12400000,290500000,2016,"Action,Biography,Drama","[18, 28]"
Alice Through the Looking Glass,BV,77000000,222400000,2016,"Adventure,Family,Fantasy","[12, 10751, 14]"
Miss Peregrine's Home for Peculiar Children,Fox,87200000,209200000,2016,,"[18, 14, 12, 10751]"
Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82100000,163600000,2016,"Action,Adventure,Comedy","[28, 12, 35, 10751, 878]"
Assassin's Creed,Fox,54600000,186300000,2016,,"[28, 12, 878]"
Sully,WB,125100000,115700000,2016,"Biography,Drama","[18, 36]"
Hidden Figures,Fox,169600000,66300000,2016,"Biography,Drama,History","[18, 36]"
Ghostbusters (2016),Sony,128400000,100800000,2016,,
Inferno,Sony,34300000,185700000,2016,Documentary,"[9648, 53, 18]"
Central Intelligence,WB (NL),127400000,89500000,2016,"Action,Comedy,Crime","[28, 35, 9648]"
Bridget Jones's Baby,Uni.,24300000,187700000,2016,,"[35, 10749]"
Me Before You,WB (NL),56200000,152100000,2016,"Drama,Romance","[18, 10749]"
London Has Fallen,Focus,62500000,143200000,2016,"Action,Thriller","[28, 53]"
Arrival,Par.,100500000,102800000,2016,"Drama,Mystery,Sci-Fi","[18, 878, 9648]"
The Monkey King 2 in 3D,CL,710000,193000000,2016,,
Bad Moms,STX,113300000,70700000,2016,Comedy,[35]
Storks,WB,72700000,110700000,2016,"Adventure,Animation,Comedy","[12, 16, 35, 10751]"
The BFG,BV,55500000,127900000,2016,"Adventure,Family,Fantasy","[12, 10751, 14]"
The Divergent Series: Allegiant,LG/S,66200000,113100000,2016,,
Hacksaw Ridge,LGF,67200000,108100000,2016,"Biography,Drama,History","[18, 36, 10752]"
The Girl on the Train (2016),Uni.,75400000,97800000,2016,,
Operation Mekong,WGUSA,800000,172300000,2016,,"[28, 12, 80, 10752]"
The Huntsman: Winter's War,Uni.,48400000,116600000,2016,,"[28, 12, 18]"
The Magnificent Seven (2016),Sony,93400000,68900000,2016,,
Jack Reacher: Never Go Back,Par.,58700000,103400000,2016,"Action,Thriller","[28, 53]"
Don't Breathe,SGem,89200000,67900000,2016,,"[80, 27, 53]"
Ip Man 3,WGUSA,2700000,154200000,2016,,"[28, 18, 36]"
The Accountant,WB,86300000,68900000,2016,"Action,Crime,Drama","[80, 53, 18]"
Gods of Egypt,LG/S,31200000,119500000,2016,"Action,Adventure,Fantasy","[28, 12, 14, 878]"
Lights Out,WB (NL),67300000,81600000,2016,Drama,"[53, 9648, 27]"
Pete's Dragon (2016),BV,76200000,67500000,2016,,
Sausage Party,Sony,97700000,43000000,2016,"Adventure,Animation,Comedy","[12, 16, 35, 14]"
Lion,Wein.,51700000,88600000,2016,"Comedy,Drama,Romance",[18]
Detective Chinatown (Tang ren jie tan an),CL,474000,125400000,2016,,
Mechanic: Resurrection,LG/S,21200000,104500000,2016,"Action,Adventure,Thriller","[28, 80, 53]"
Ride Along 2,Uni.,91200000,33400000,2016,"Action,Comedy,Crime","[28, 35]"
Deepwater Horizon,LG/S,61400000,60400000,2016,"Action,Drama,History","[18, 28]"
Allied,Par.,40100000,79400000,2016,"Action,Drama,Romance","[28, 18, 10752, 10749, 53]"
The Shallows,Sony,55100000,64000000,2016,"Drama,Horror,Thriller","[27, 18, 53]"
The Purge: Election Year,Uni.,79200000,39400000,2016,"Action,Horror,Sci-Fi","[28, 27, 53]"
Why Him?,Fox,60300000,57800000,2016,Comedy,[35]
Finding Mr. Right 2,CL,,114700000,2016,,[10749]
Office Christmas Party,Par.,54800000,59700000,2016,Comedy,[35]
How to Be Single,WB (NL),46800000,65500000,2016,,"[35, 10749]"
10 Cloverfield Lane,Par.,72100000,38100000,2016,"Drama,Horror,Mystery","[53, 878, 18]"
The 5th Wave,Sony,34900000,75000000,2016,"Action,Adventure,Drama","[12, 878]"
Neighbors 2: Sorority Rising,Uni.,55500000,52600000,2016,Comedy,[35]
