,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count
8684,"[9648, 53]",158967,en,House Hunting,2.797,2013-03-05,House Hunting,4.9,22
8685,[18],126862,en,Dead Europe,2.795,2013-03-02,Dead Europe,5.8,6
8686,"[35, 10749]",219553,es,Amor a primera visa,2.783,2013-10-05,Pulling Strings,6.0,30
8687,[10751],204582,en,An American Girl: Saige Paints the Sky,2.782,2013-07-02,An American Girl: Saige Paints the Sky,6.2,10
8688,"[28, 12, 18]",157771,en,Counterpunch,2.762,2013-01-15,Counterpunch,4.8,6
8689,"[80, 99]",159012,en,Narco Cultura,2.751,2013-11-22,Narco Cultura,7.0,37
8690,"[18, 36]",217011,nl,Hoe Duur Was de Suiker,2.751,2013-10-10,The Price of Sugar,5.9,12
8691,"[80, 18]",149232,en,The Pardon,2.75,2013-03-22,The Pardon,5.0,4
8692,[18],182827,ja,舟を編む,2.748,2013-04-04,The Great Passage,6.7,17
8693,[99],277386,en,Mysteries of the Unseen World,2.744,2013-11-01,Mysteries of the Unseen World,6.9,13
8694,"[878, 28, 12]",202214,en,Real Playing Game,2.741,2013-08-29,Real Playing Game,4.1,16
8695,[27],114635,en,The Helpers,2.736,2013-08-16,The Helpers,3.7,12
8696,"[18, 9648]",89876,en,Doonby,2.734,2013-11-01,Doonby,4.6,6
8697,"[10770, 27, 878]",229839,en,Grave Halloween,2.73,2013-10-19,Grave Halloween,4.4,44
8698,"[99, 36, 10402]",159151,en,Muscle Shoals,2.728,2013-09-27,Muscle Shoals,7.2,28
8699,[99],128190,en,The Pervert's Guide to Ideology,2.724,2013-11-01,The Pervert's Guide to Ideology,7.5,52
8700,"[99, 18]",170039,en,Killing Lincoln,2.724,2013-02-16,Killing Lincoln,5.3,27
8701,"[878, 28]",213574,en,Invasion Roswell,2.72,2013-08-07,Invasion Roswell,3.2,11
8702,"[10402, 99]",123431,en,Reincarnated,2.718,2013-03-15,Reincarnated,6.4,44
8703,"[28, 35, 27]",167733,en,Vamp U,2.716,2013-02-27,Vamp U,4.4,40
8704,[53],278334,en,Heatstroke,2.713,2013-12-20,Heatstroke,5.1,49
8705,"[10402, 35]",86274,en,Hunky Dory,2.706,2013-03-22,Hunky Dory,5.4,12
8706,"[10770, 28, 14, 27]",180276,en,Chupacabra vs. the Alamo,2.7,2013-03-23,Chupacabra vs. the Alamo,4.0,13
8707,[80],136775,en,G.B.H.,2.696,2013-10-14,G.B.H.,3.4,5
8708,[27],179159,en,Germ,2.69,2013-03-12,Germ,3.4,16
8709,"[18, 53]",172792,en,Holy Ghost People,2.681,2013-03-10,Holy Ghost People,4.4,16
8710,[],165340,en,Baby Geniuses 3: Baby Squad Investigators,2.659,2013-02-03,Baby Geniuses 3: Baby Squad Investigators,2.9,11
8711,"[878, 27]",184710,en,Quarantine L.A.,2.658,2013-03-09,Quarantine L.A.,3.8,12
8712,"[878, 53]",190250,en,ABE,2.653,2013-04-16,ABE,6.1,38
8713,[35],72359,en,Peeples,2.651,2013-05-09,Peeples,5.2,34
8714,"[35, 878]",289007,en,Strippers from Another World,2.646,2013-08-20,Strippers from Another World,7.3,7
8715,[99],220494,en,Bettie Page Reveals All,2.645,2013-11-22,Bettie Page Reveals All,7.1,18
8716,[53],176077,en,Enter the Dangerous Mind,2.645,2013-03-11,Enter the Dangerous Mind,4.8,14
8717,[18],187541,en,Call Me Crazy: A Five Film,2.642,2013-04-20,Call Me Crazy: A Five Film,6.1,24
8718,[99],168360,en,La maison de la radio,2.64,2013-09-04,La maison de la radio,6.3,10
8719,[18],295581,en,If I Had Wings,2.632,2013-12-01,If I Had Wings,6.9,19
8720,"[80, 18]",83890,en,LUV,2.625,2013-01-18,LUV,5.7,25
8721,[27],223004,en,Aberration,2.62,2007-01-01,Aberration,3.1,4
8722,[28],218381,en,Extraction,2.616,2013-09-05,Extraction,5.5,21
8723,"[14, 53]",204904,en,House of Last Things,2.605,2013-01-30,House of Last Things,5.5,24
8724,[99],173484,en,Rewind This!,2.602,2013-08-27,Rewind This!,7.0,33
8725,"[35, 878]",204779,en,Rock Jocks,2.597,2013-06-25,Rock Jocks,4.8,9
8726,"[12, 18]",156062,en,Easy Rider: The Ride Back,2.595,2012-02-25,Easy Rider: The Ride Back,5.0,9
8727,[53],214433,en,5 Souls,2.593,2013-08-06,5 Souls,4.8,9
8728,[10770],226360,en,House of Versace,2.591,2013-10-04,House of Versace,5.7,31
8729,"[27, 35]",100275,en,Eddie: The Sleepwalking Cannibal,2.586,2013-04-05,Eddie: The Sleepwalking Cannibal,6.2,33
8730,[35],220153,en,Iliza Shlesinger: War Paint,2.568,2013-01-01,Iliza Shlesinger: War Paint,6.8,32
8731,"[27, 53]",268993,en,House of Dust,2.565,2013-11-01,House of Dust,4.3,12
8732,"[878, 10770]",222890,en,Stonados,2.562,2013-08-31,Stonados,3.8,23
8733,[99],169853,en,12 O’Clock Boys,2.552,2013-01-31,12 O’Clock Boys,6.0,17
8734,"[80, 27, 53]",24499,en,Scar,2.544,2013-02-12,Scar,4.9,28
8735,"[37, 18, 36, 12]",169800,en,The Retrieval,2.54,2014-04-02,The Retrieval,6.6,24
8736,[35],174326,en,A Birder's Guide to Everything,2.539,2013-04-21,A Birder's Guide to Everything,6.3,29
8737,"[99, 9648, 36, 80]",223632,en,The Galapagos Affair: Satan Came to Eden,2.525,2014-04-03,The Galapagos Affair: Satan Came to Eden,7.1,17
8738,[18],159701,en,I Do,2.523,2013-05-31,I Do,5.4,7
8739,[18],109391,en,The We and the I,2.517,2013-03-08,The We and the I,5.8,32
8740,[99],124075,en,More Than Honey,2.512,2013-06-14,More Than Honey,7.3,48
8741,"[18, 99]",98525,pt,Heleno,2.505,2013-03-05,Heleno,6.3,20
8742,"[80, 27]",222299,en,Self Storage,2.503,2013-09-16,Self Storage,3.7,6
8743,[99],155556,en,Blood Brother,2.499,2013-01-20,Blood Brother,7.1,15
8744,"[18, 10770]",176339,en,Mary and Martha,2.496,2013-04-20,Mary and Martha,6.8,43
8745,"[28, 18, 53]",240881,en,Free Ride,2.493,2013-10-10,Free Ride,5.3,26
8746,[53],223899,en,4Closed,2.49,2013-09-24,4Closed,3.9,18
8747,"[16, 12, 18, 10751, 878]",249424,ja,ミュウツー～覚醒への序章～,2.489,2013-12-29,Pokémon: Mewtwo - Prologue to Awakening,7.8,11
8748,"[9648, 53]",170194,en,Riddle,2.489,2013-01-10,Riddle,4.3,31
8749,[35],254170,en,Random Encounters,2.487,2013-12-01,Random Encounters,3.0,4
8750,[18],174341,en,Some Velvet Morning,2.483,2013-12-13,Some Velvet Morning,6.4,28
8751,"[27, 53]",192023,en,The Invoking,2.481,2013-03-16,The Invoking,4.1,14
8752,[99],174322,en,Gasland Part II,2.478,2013-04-20,Gasland Part II,7.1,18
8753,[10749],243670,en,Capital Games,2.478,2013-07-12,Capital Games,6.0,7
8754,[27],227172,en,Hallows' Eve,2.46,2013-10-01,Hallows' Eve,2.3,6
8755,[99],73564,en,Wilde Salomé,2.456,2013-12-20,Wilde Salomé,7.3,8
8756,"[53, 18]",260435,en,Awakened,2.456,2014-03-21,Awakened,3.6,5
8757,"[16, 12, 10751]",126565,es,Los Ilusionautas,2.45,2013-11-13,Freedom Force,3.7,11
8758,"[53, 80, 18]",211076,en,Bad Turn Worse,2.446,2014-11-14,Bad Turn Worse,5.5,37
8759,[27],255295,en,Speak No Evil,2.443,2013-05-24,Speak No Evil,3.6,19
8760,[99],174366,en,Bridegroom,2.438,2013-04-23,Bridegroom,7.8,52
8761,"[18, 10749, 53]",179246,en,In Bloom,2.436,2013-07-13,In Bloom,6.9,12
8762,"[18, 9648, 53, 10770]",224916,en,The Good Mother,2.43,2013-06-07,The Good Mother,5.3,10
8763,[53],208656,en,Dark Power,2.43,2013-07-09,Dark Power,3.4,5
8764,"[10402, 35]",399786,en,Browsers,2.429,2013-04-19,Browsers,6.6,7
8765,"[12, 18]",171780,en,Sweet Talk,2.427,2013-03-02,Sweet Talk,5.1,7
8766,"[10749, 10751, 18]",242555,en,Holidaze,2.423,2013-11-28,Holidaze,5.2,24
8767,"[35, 27]",139721,en,Billy Club,2.423,2013-10-01,Billy Club,4.7,8
8768,"[27, 28, 12, 878]",254009,en,Sucker,2.421,2013-12-29,Sucker,7.5,3
8769,"[10752, 28, 18]",215814,en,Forbidden Ground,2.421,2013-12-11,Forbidden Ground,5.6,36
8770,[99],184149,en,Somm,2.418,2013-06-21,Somm,7.1,35
8771,"[35, 10749]",190824,fr,Hôtel Normandy,2.412,2013-09-27,Hôtel Normandy,5.0,23
8772,[53],111170,en,Rubberneck,2.411,2013-02-22,Rubberneck,5.6,7
8773,"[27, 878]",53101,en,Manborg,2.406,2011-09-22,Manborg,5.2,36
8774,[27],257976,en,The Hospital,2.398,2013-02-15,The Hospital,2.3,10
8775,"[53, 18]",252990,en,Chariot,2.392,2013-07-15,Chariot,5.4,31
8776,[18],300090,en,White Rabbit,2.387,2013-09-20,White Rabbit,6.0,24
8777,[18],75562,it,Io sono Li,2.379,2013-06-21,Shun Li and the Poet,7.2,35
8778,"[53, 18]",204882,en,The Grief Tourist,2.379,2013-08-23,The Grief Tourist,5.4,16
8779,[35],96378,en,Stag,2.374,2013-08-20,Stag,4.9,13
8780,"[10749, 36, 18, 10751]",207871,en,Savannah,2.372,2013-04-25,Savannah,6.2,10
8781,"[35, 18]",192126,en,Revenge for Jolly!,2.37,2013-05-07,Revenge for Jolly!,5.0,22
8782,[35],248894,en,All Babe Network,2.369,2013-09-24,All Babe Network,6.0,3
8783,[18],158875,en,Pit Stop,2.367,2013-01-21,Pit Stop,6.3,16
8784,[10749],240357,en,Dear Secret Santa,2.366,2013-12-01,Dear Secret Santa,6.1,11
8785,[10752],239318,en,Angel of the Skies,2.359,2013-12-10,Angel of the Skies,4.5,8
8786,"[10751, 35, 10749]",249057,en,Finding Christmas,2.357,2013-12-15,Finding Christmas,6.5,22
8787,"[18, 9648, 53]",224923,en,Aleksandr's Price,2.353,2013-09-23,Aleksandr's Price,5.4,7
8788,"[10770, 35, 18]",249060,en,A Snow Globe Christmas,2.351,2013-12-14,A Snow Globe Christmas,5.8,18
8789,"[27, 35]",189755,en,The Happy House,2.35,2013-05-05,The Happy House,4.9,9
8790,[53],206419,en,Red Line,2.349,2013-07-15,Red Line,4.8,32
8791,"[28, 12, 14]",232840,en,Dracano,2.348,2013-06-04,Dracano,2.4,7
8792,[99],178850,en,Beyoncé: Life Is But a Dream,2.34,2013-02-16,Beyoncé: Life Is But a Dream,8.3,41
8793,[18],153774,it,Il futuro,2.336,2013-09-06,The Future,5.8,11
8794,[99],209799,en,The Unknown Known,2.333,2013-08-29,The Unknown Known,7.3,47
8795,[99],130612,en,Harry Dean Stanton: Partly Fiction,2.327,2013-06-16,Harry Dean Stanton: Partly Fiction,6.9,19
8796,"[10751, 18]",232898,en,Storm Rider,2.318,2013-10-22,Storm Rider,5.7,13
8797,"[18, 53]",91101,en,Crave,2.318,2013-12-06,Crave,4.7,13
8798,[12],59447,zh,寻龙夺宝,2.317,2013-11-30,The Dragon Pearl,5.0,13
8799,"[14, 27, 878]",251733,en,The Brides of Sodom,2.317,2013-01-28,The Brides of Sodom,2.7,6
8800,[878],217341,en,Rewind,2.313,2013-08-26,Rewind,6.0,25
8801,[878],270597,en,The Library,2.313,2013-05-17,6 Minutes of Death,2.7,9
8802,"[99, 28, 80]",229979,en,Necessary Evil: Super-Villains of DC Comics,2.31,2013-10-23,Necessary Evil: Super-Villains of DC Comics,6.3,20
8803,"[28, 53]",108726,en,A Common Man,2.31,2013-06-30,A Common Man,6.0,33
8804,"[12, 10751]",248229,ru,Страна хороших деточек,2.31,2013-12-20,The Land of Good Little Kids,4.3,9
8805,[9648],121822,en,The Time Being,2.307,2013-07-26,The Time Being,4.9,8
8806,"[10749, 35]",239180,en,Window Wonderland,2.306,2013-11-23,Window Wonderland,5.5,27
8807,"[18, 53, 10749]",140443,en,The Girl,2.304,2013-03-08,The Girl,6.1,16
8808,"[35, 10751]",241742,en,Alone for Christmas,2.304,2013-10-14,Alone for Christmas,4.3,17
8809,"[35, 10749]",199341,en,Girl on a Bicycle,2.296,2013-04-04,Girl on a Bicycle,6.5,31
8810,[27],168145,en,Devil May Call,2.295,2013-03-29,Devil May Call,4.9,10
8811,"[18, 10749, 10752]",256196,en,Burning Blue,2.292,2013-06-29,Burning Blue,6.1,32
8812,"[10770, 9648]",217667,en,After All These Years,2.284,2013-04-19,After All These Years,6.1,9
8813,"[53, 9648]",178603,en,Detour,2.28,2013-03-29,Detour,5.5,14
8814,"[80, 35]",191886,en,Shotgun Wedding,2.279,2013-04-02,Shotgun Wedding,4.7,6
8815,"[27, 53]",230263,en,Sin Reaper,2.275,2013-01-02,Sin Reaper,3.5,7
8816,[18],201550,en,Life of a King,2.273,2013-06-22,Life of a King,6.8,46
8817,"[10770, 18, 9648, 53]",159937,en,An Amish Murder,2.27,2013-01-06,An Amish Murder,6.0,24
8818,[27],207271,en,Army of the Damned,2.269,2013-11-07,Army of the Damned,3.2,8
8819,"[10770, 18, 9648, 53]",240913,en,Non-Stop,2.264,2013-11-29,Non-Stop,5.6,23
8820,[18],217719,en,Snake & Mongoose,2.26,2013-09-06,Snake & Mongoose,5.3,7
8821,"[18, 10749, 35]",229749,en,When Calls the Heart,2.259,2013-10-05,When Calls the Heart,6.9,30
8822,[53],235046,en,Darkroom,2.258,2013-03-10,Darkroom,3.8,22
8823,"[12, 99]",169760,en,Maidentrip,2.257,2014-01-17,Maidentrip,7.4,33
8824,[99],213831,en,Drew: The Man Behind the Poster,2.253,2013-07-19,Drew: The Man Behind the Poster,7.5,13
8825,[],217919,en,Salomé,2.252,2013-08-10,Salomé,7.5,16
8826,"[53, 27]",270643,en,Love of My Life,2.251,2013-01-01,Love of My Life,5.2,6
8827,[53],187448,en,Time to Pay,2.25,2013-02-23,Time to Pay,3.0,5
8828,[35],190967,en,3 Geezers!,2.246,2013-05-22,3 Geezers!,4.7,13
8829,"[35, 27]",140403,en,Fresh Meat,2.245,2013-04-23,Fresh Meat,5.4,31
8830,[],221801,en,Naked as We Came,2.244,2013-09-13,Naked as We Came,6.0,16
8831,"[18, 36, 10749]",193006,en,"Mary, Queen of Scots",2.242,2013-09-08,"Mary, Queen of Scots",4.7,16
8832,[35],179690,ru,Что творят мужчины!,2.238,2013-03-03,What Men Do!,3.4,8
8833,"[35, 18]",203780,ru,Igra v Pravdu,2.235,2013-07-07,The Game of Truth,6.2,11
8834,"[35, 12]",120802,en,Noobz,2.232,2013-01-25,Noobz,6.0,23
8835,[53],248694,en,Truth,2.232,2013-07-12,Truth,5.9,13
8836,"[18, 10749]",142115,en,Five Dances,2.23,2013-10-04,Five Dances,6.9,32
8837,"[878, 53]",228064,en,Abducted,2.23,2013-09-03,Abducted,4.3,4
8838,"[35, 28, 18]",206260,zh,天台,2.225,2013-07-19,The Rooftop,6.1,19
8839,"[28, 12, 27]",224778,en,The Gauntlet,2.224,2013-08-23,The Gauntlet,5.1,12
8840,"[27, 53, 10770]",197919,en,A Haunting at Silver Falls,2.221,2013-05-28,A Haunting at Silver Falls,4.4,44
8841,"[878, 35]",167948,en,Space Milkshake,2.219,2013-02-15,Space Milkshake,6.1,18
8842,"[10749, 28, 35]",208036,hi,रमैया वस्तावैया,2.215,2013-07-19,Ramaiya Vastavaiya,6.2,16
8843,[35],202262,en,Svengali,2.214,2013-06-19,Svengali,5.3,15
8844,[18],214069,ro,Când se lasa seara peste Bucuresti sau metabolism,2.209,2013-10-01,When Evening Falls on Bucharest or Metabolism,7.2,10
8845,"[16, 18]",157301,en,Adam and Dog,2.204,2013-02-01,Adam and Dog,6.6,28
8846,"[28, 27, 878]",166343,en,Alpha Girls,2.195,2013-08-31,Alpha Girls,4.5,4
8847,"[14, 10402, 18]",241287,en,Tropico,2.193,2013-12-04,Tropico,8.4,36
8848,"[878, 35, 27]",243520,en,Unidentified,2.188,2013-11-08,Unidentified,4.5,4
8849,"[10749, 35, 18]",362895,sv,Boygame,2.187,2013-12-03,Boygame,6.0,5
8850,"[28, 27, 53]",80279,es,El callejón,2.187,2013-10-14,Blind Alley,5.8,12
8851,"[18, 10749]",97938,en,Heart of the Country,2.186,2013-08-19,Heart of the Country,5.8,20
8852,[35],217128,en,This Magic Moment,2.184,2013-08-17,This Magic Moment,5.7,6
8853,[18],128089,en,Imagine,2.183,2013-04-19,Imagine,7.7,17
8854,[18],176079,en,The Wait,2.183,2013-01-31,The Wait,5.1,13
8855,[53],248576,en,Sanatorium,2.179,2013-10-18,Sanatorium,5.7,20
8856,[878],205466,en,Off World,2.174,2013-01-15,Dark Space,4.1,19
8857,"[878, 53, 18]",121565,en,Errors of the Human Body,2.17,2012-09-23,Errors of the Human Body,5.8,30
8858,"[28, 18, 53]",180688,en,Deep Dark Canyon,2.17,2013-04-23,Deep Dark Canyon,5.1,18
8859,"[18, 99, 12]",229768,en,Living on One Dollar,2.166,2013-04-22,Living on One Dollar,6.5,56
8860,[99],159044,en,Who Is Dayani Cristal?,2.165,2013-01-17,Who Is Dayani Cristal?,6.2,5
8861,"[12, 10751]",171759,en,The Lost Medallion: The Adventures of Billy Stone,2.164,2013-03-01,The Lost Medallion: The Adventures of Billy Stone,5.5,21
8862,"[35, 27]",159638,en,Ghost Team One,2.16,2013-01-20,Ghost Team One,4.5,34
8863,[35],176545,en,Casting Couch,2.16,2013-03-11,Casting Couch,3.1,10
8864,"[99, 10752]",128140,en,No Place on Earth,2.156,2013-04-05,No Place on Earth,6.6,16
8865,[99],171795,en,Birth of the Living Dead,2.149,2013-10-18,Birth of the Living Dead,6.6,30
8866,"[16, 35, 10749]",165718,ja,キックハート,2.141,2013-12-02,Kick-Heart,6.0,13
8867,[18],176088,en,The Story of Luke,2.14,2013-04-05,The Story of Luke,6.9,28
8868,"[18, 36]",198167,es,Ephraim's Rescue,2.138,2013-05-31,Ephraim's Rescue,6.6,7
8869,"[9648, 53]",232055,en,Terrible Angels,2.137,2013-10-15,Terrible Angels,5.3,4
8870,"[10752, 18]",110919,sr,Кругови,2.135,2013-01-17,Circles,7.6,18
8871,"[18, 10749]",226979,en,Test,2.13,2013-06-29,Test,7.2,37
8872,"[53, 80]",171688,en,Aftermath,2.129,2013-11-01,Aftermath,4.1,7
8873,[99],171910,en,I Am Divine,2.128,2013-03-09,I Am Divine,7.8,35
8874,[35],169790,en,Awful Nice,2.128,2013-03-08,Awful Nice,5.3,14
8875,[],172372,en,Hate Crime,2.128,2013-10-15,Hate Crime,3.3,8
8876,"[99, 16]",256421,en,Superman 75th Anniversary,2.122,2013-10-13,Superman 75th Anniversary,7.4,28
8877,[35],230170,en,Sarah Silverman: We Are Miracles,2.118,2013-11-23,Sarah Silverman: We Are Miracles,6.6,15
8878,"[18, 10749, 35]",244401,es,"Tensión sexual, Volumen 2: Violetas",2.116,2013-06-24,Sexual Tension: Violetas,7.6,11
8879,"[53, 27]",201426,en,Delivery: The Beast Within,2.115,2013-06-18,Delivery: The Beast Within,5.2,16
8880,"[28, 53, 80]",82992,en,Fast & Furious 6,2.114,2013-05-22,Fast & Furious 6,6.8,7077
8881,[18],157447,en,Prosecuting Casey Anthony,2.114,2013-01-19,Prosecuting Casey Anthony,5.2,8
8882,[35],180810,en,And Now a Word from Our Sponsor,2.113,2013-05-10,And Now a Word from Our Sponsor,4.5,15
8883,[53],378029,en,Friend Request,2.107,2013-05-05,Friend Request,5.5,43
8884,"[18, 53, 9648]",231242,en,Taken: The Search for Sophie Parker,2.105,2013-09-21,Taken: The Search for Sophie Parker,5.1,11
8885,[99],159166,en,Which Way Is The Front Line From Here? The Life and Time of Tim Hetherington,2.093,2013-01-20,Which Way Is The Front Line From Here? The Life and Time of Tim Hetherington,7.9,7
8886,[35],228558,en,The Harry Hill Movie,2.089,2013-12-20,The Harry Hill Movie,3.6,15
8887,"[28, 16, 878]",268092,en,Transformers Prime Beast Hunters: Predacons Rising,2.085,2013-10-04,Transformers Prime Beast Hunters: Predacons Rising,7.3,15
8888,"[28, 18, 36]",79997,pl,80 Milionów,2.083,2013-02-11,80 Million,5.6,11
8889,[27],36835,es,La tumba de los muertos vivientes,2.083,2013-02-26,Oasis of the Zombies,3.2,12
8890,[18],127913,is,Djúpið,2.08,2013-07-12,The Deep,6.2,32
8891,"[99, 10402]",199782,en,Bruce Springsteen: Springsteen & I,2.079,2013-07-22,Bruce Springsteen: Springsteen & I,7.4,17
8892,[18],150093,en,Just Like a Woman,2.078,2013-07-04,Just Like a Woman,5.4,22
8893,"[878, 53]",86304,en,All Superheroes Must Die,2.078,2013-01-04,All Superheroes Must Die,3.9,19
8894,[16],150920,ru,Кукарача 3D,2.078,2013-06-18,Little Bite in the Big City,1.7,3
8895,"[27, 53]",233734,en,To Jennifer,2.076,2013-10-09,To Jennifer,3.1,7
8896,"[35, 10751]",209920,en,Finding Normal,2.075,2013-05-18,Finding Normal,5.8,18
8897,"[16, 35, 12]",222671,en,Dick Figures: The Movie,2.073,2013-09-16,Dick Figures: The Movie,6.1,17
8898,"[35, 18]",200580,en,Spud 2: The Madness Continues,2.068,2013-06-06,Spud 2: The Madness Continues,6.7,17
8899,"[35, 10751]",260386,de,"Abner, the Invisible Dog",2.064,2013-10-30,"Abner, the Invisible Dog",6.0,3
8900,"[18, 10749, 10770]",198200,en,Jodi Arias: Dirty Little Secret,2.063,2013-06-22,Jodi Arias: Dirty Little Secret,4.6,19
8901,"[18, 12, 99]",201132,en,Antarctica: A Year on Ice,2.061,2013-09-05,Antarctica: A Year on Ice,7.2,41
8902,[18],157384,en,Mother of George,2.06,2013-01-18,Mother of George,6.6,10
8903,"[27, 9648, 53]",356482,en,Murder in the Dark,2.056,2013-08-09,Murder in the Dark,5.4,8
8904,[18],180856,en,King's Faith,2.055,2013-04-26,King's Faith,6.8,10
8905,"[27, 53]",191619,en,Beneath,2.053,2013-07-19,Beneath,3.8,38
8906,[27],220677,en,The Bell Witch Haunting,2.048,2013-11-05,The Bell Witch Haunting,3.4,27
8907,"[10749, 18]",176175,es,Besos de azúcar,2.044,2013-12-10,Sugar Kisses,7.6,10
8908,[99],238478,en,Six by Sondheim,2.044,2013-12-09,Six by Sondheim,7.3,6
8909,[99],159142,en,Linsanity,2.042,2013-10-04,Linsanity,6.9,16
8910,"[18, 10749]",153781,pl,Nieulotne,2.042,2013-01-20,Lasting,6.1,7
8911,"[28, 35, 18]",228355,hi,Boss,2.041,2013-10-16,Boss,5.8,34
8912,"[35, 18]",139521,hi,मटरू की बिजली का मंडोला,2.036,2013-01-11,Matru Ki Bijlee Ka Mandola,5.7,29
8913,"[12, 27, 9648, 53]",203186,en,The Mine,2.034,2013-08-15,The Mine,3.8,16
8914,"[18, 878]",282659,en,Perfect: Android Rising,2.034,2013-06-14,Perfect: Android Rising,3.2,15
8915,[35],252180,ru,Druzya Druzey,2.031,2013-12-20,Friends of Friends,2.6,7
8916,[18],159967,fr,La religieuse,2.028,2013-12-03,The Nun,6.1,33
8917,[27],180323,en,Bath Salt Zombies,2.027,2013-02-19,Bath Salt Zombies,3.6,5
8918,[53],211381,de,Machine Head,2.024,2013-08-01,Machine Head,4.3,7
8919,"[27, 878, 53]",292988,en,Dark Mountain,2.023,2013-10-27,Dark Mountain,5.1,14
8920,"[35, 18]",243919,zh,私人订制,2.02,2013-12-20,Personal Tailor,5.1,8
8921,"[35, 18, 10749]",220714,hi,Grand Masti,2.02,2013-09-13,Grand Masti,4.4,15
8922,"[35, 27]",217787,en,Paranormal Whacktivity,2.02,2013-10-15,Paranormal Whacktivity,3.1,29
8923,[99],97686,en,The Jeffrey Dahmer Files,2.019,2013-02-15,The Jeffrey Dahmer Files,5.8,32
8924,[99],225513,en,Miley: The Movement,2.017,2013-10-02,Miley: The Movement,8.5,13
8925,[18],184155,ru,Легенда №17,2.017,2013-05-05,Legend No. 17,7.3,58
8926,[99],178862,en,Aroused,2.017,2013-02-20,Aroused,6.6,18
8927,[99],159153,en,Running from Crazy,2.016,2013-01-20,Running from Crazy,6.0,6
8928,[53],112287,en,Axed,2.009,2013-02-18,Axed,3.7,17
8929,"[10770, 878, 28]",197624,en,AE: Apocalypse Earth,2.006,2013-05-28,AE: Apocalypse Earth,4.0,28
8930,"[18, 878]",121803,en,41,2.004,2013-08-09,41,6.4,12
8931,[10749],249062,en,Christmas on the Bayou,2.0,2013-12-14,Christmas on the Bayou,6.1,15
8932,[18],242648,en,The Falls: Testament Of Love,1.999,2013-12-10,The Falls: Testament Of Love,6.9,14
8933,[16],296137,en,Cars Toons: Tales from Radiator Springs - Spinning,1.996,2013-03-22,Cars Toons: Tales from Radiator Springs - Spinning,6.1,7
8934,"[14, 18, 35]",212129,en,Dragonbored,1.99,2013-07-22,Dragonbored,6.4,4
8935,[],257064,en,Arnez J: Racially Motivated,1.989,2013-01-30,Arnez J: Racially Motivated,7.3,3
8936,"[27, 53]",167673,en,The Mooring,1.989,2013-02-01,The Mooring,4.8,10
8937,[35],159673,en,He's Way More Famous Than You,1.987,2013-05-10,He's Way More Famous Than You,4.5,10
8938,"[16, 10751]",221029,en,Thomas & Friends: King of the Railway,1.986,2013-09-17,Thomas & Friends: King of the Railway,5.2,6
8939,"[35, 18]",214426,en,Bad Parents,1.986,2012-10-18,Bad Parents,3.8,11
8940,"[80, 18]",180145,en,Romeo Killer: The Chris Porco Story,1.982,2013-03-23,Romeo Killer: The Chris Porco Story,4.7,6
8941,"[53, 9648]",169758,en,The Stranger Within,1.981,2013-05-01,The Stranger Within,4.7,27
