title,studio,domestic_gross,foreign_gross,year
Downsizing,Par.,24400000.0,30600000,2017
"I, Tonya",Neon,30000000.0,23900000,2017
Logan Lucky,BST,27800000.0,20700000,2017
Tyler Perry's Boo 2! A Madea Halloween,LGF,47300000.0,1000000,2017
Phantom Thread,Focus,21200000.0,26600000,2017
Rough Night,Sony,22100000.0,25200000,2017
The Battleship Island,CJ,1100000.0,45000000,2017
Flatliners (2017),Sony,16900000.0,28300000,2017
All Eyez on Me,LG/S,44900000.0,,2017
mother!,Par.,17800000.0,26700000,2017
47 Meters Down,ENTMP,44300000.0,,2017
The Snowman,Uni.,6700000.0,36400000,2017
Gifted,FoxS,24800000.0,18200000,2017
Loving Vincent,Good Deed,6700000.0,35500000,2017
Call Me by Your Name,SPC,18100000.0,23800000,2017
T2: Trainspotting,TriS,2400000.0,39300000,2017
Fist Fight,WB (NL),32200000.0,8900000,2017
Diary of a Wimpy Kid: The Long Haul,Fox,20700000.0,19400000,2017
The House,WB (NL),25600000.0,8600000,2017
Tad the Lost Explorer and the Secret of King Midas,ParC,5900.0,34200000,2017
Wind River,Wein.,33800000.0,,2017
Sleepless,ORF,20800000.0,12100000,2017
Kidnap (2017),Aviron,31000000.0,,2017
The Disaster Artist,A24,21100000.0,8700000,2017
Hostiles,ENTMP,29800000.0,,2017
The Beguiled (2017),Focus,10700000.0,16700000,2017
Home Again,ORF,27000000.0,,2017
Judwaa 2,FIP,1400000.0,25500000,2017
CHiPs,WB,18600000.0,8199999,2017
The Bye Bye Man,STX,22400000.0,4300000,2017
A Cure for Wellness,Fox,8100000.0,18500000,2017
The Zookeeper's Wife,Focus,17600000.0,8600000,2017
Only The Brave,Sony,18300000.0,7400000,2017
Father Figures,WB,17500000.0,8100000,2017
Badrinath Ki Dulhania,FIP,2000000.0,23200000,2017
Born in China,BV,13900000.0,11200000,2017
The Founder,Wein.,12800000.0,11300000,2017
Jolly Llb 2,FIP,1700000.0,21300000,2017
The Glass Castle,LGF,17300000.0,4600000,2017
Sword Art Online: The Movie - Ordinal Scale,Elev.,1500000.0,19200000,2017
The Circle (2017),STX,20500000.0,,2017
It Comes At Night,A24,14000000.0,5300000,2017
The Lost City of Z,BST,8600000.0,10700000,2017
Unforgettable (2017),WB,11400000.0,6400000,2017
The Case for Christ,PFR,14700000.0,3000000,2017
Detroit,Annapurna,16800000.0,,2017
Wonder Wheel,Amazon,1400000.0,14500000,2017
Gold,Wein.,7200000.0,7700000,2017
The Space Between Us,STX,7900000.0,6900000,2017
Wish Upon,BG,14300000.0,,2017
A United Kingdom,FoxS,3900000.0,9900000,2017
"Roman J. Israel, Esq.",Sony,12000000.0,1100000,2017
Mubarakan,Sony,759000.0,12100000,2017
Battle of the Sexes,FoxS,12600000.0,,2017
The Promise (2017),ORF,8199999.0,4200000,2017
Before I Fall,ORF,12200000.0,,2017
Earth: One Amazing Day,BBC,81300.0,11600000,2017
Thank You for Your Service (2017),Uni.,9500000.0,,2017
Rock Dog,LG/S,9400000.0,,2017
My Cousin Rachel,FoxS,2700000.0,6500000,2017
Truman,FR,211000.0,8800000,2017
Stronger,RAtt.,4200000.0,4200000,2017
Tulip Fever,Wein.,2500000.0,5900000,2017
Viceroy's House,IFC,1100000.0,6700000,2017
Amityville: The Awakening,W/Dim.,700.0,7700000,2017
Just Getting Started,BG,6100000.0,1600000,2017
Beatriz At Dinner,RAtt.,7100000.0,310000,2017
I am Not Your Negro,Magn.,7100000.0,,2017
The Red Turtle,SPC,922000.0,5700000,2017
From the Land of the Moon,IFC,47700.0,6500000,2017
Maudie,SPC,6200000.0,,2017
All Saints,Affirm,5800000.0,140000,2017
The Florida Project,A24,5900000.0,,2017
Suburbicon,Par.,5800000.0,,2017
The Man Who Invented Christmas,BST,5700000.0,,2017
Paris Can Wait,SPC,5600000.0,,2017
Phillauri,FIP,468000.0,5000000,2017
Ok Jaanu,FIP,356000.0,5000000,2017
An Inconvenient Sequel: Truth to Power,Par.,3500000.0,1900000,2017
Table 19,FoxS,3600000.0,1400000,2017
Collide,ORF,2300000.0,2500000,2017
The Wall,RAtt.,1800000.0,2700000,2017
Mark Felt: The Man Who Brought Down the White House,SPC,769000.0,3600000,2017
Terminator 2: Judgment Day 3D,Distrib.,1000000.0,2900000,2017
Brad's Status,Annapurna,2100000.0,1700000,2017
Friend Request,ENTMP,3800000.0,,2017
Their Finest,STX,3600000.0,,2017
Wonderstruck,RAtt.,1100000.0,2200000,2017
The Leisure Seeker,SPC,3200000.0,,2017
Raw (2017),FCW,515000.0,2600000,2017
Colossal,Neon,3000000.0,,2017
A Gentleman,FIP,410000.0,2500000,2017
Inhumans,Imax,1500000.0,1300000,2017
Kedi,Osci.,2800000.0,,2017
The Only Living Boy in New York,RAtt.,624000.0,1900000,2017
Hazlo Como Hombre (Do It Like An Hombre),PNT,2500000.0,,2017
Poster Boys,Sony,97000.0,2400000,2017
The Salesman,Cohen,2400000.0,,2017
Pokemon the Movie: I Choose You!,Fathom,2400000.0,,2017
Jeepers Creepers 3,Scre.,2300000.0,,2017
Un Padre No Tan Padre,PNT,2200000.0,,2017
Good Time,A24,2000000.0,,2017
Everybody Loves Somebody,PNT,1900000.0,,2017
Along with the Gods: The Two Worlds,WGUSA,1900000.0,,2017
Youth (2017),CL,1900000.0,,2017
Last Flag Flying,LGF,965000.0,904000,2017
A Quiet Passion,MBox,1900000.0,,2017
Free Fire,A24,1800000.0,,2017
The Last Word,BST,1800000.0,,2017
Human Flow,Magn.,528000.0,1300000,2017
Jane (2017),Abr.,1700000.0,,2017
A Ghost Story,A24,1600000.0,,2017
The Square,Magn.,1500000.0,,2017
Patti Cake$,FoxS,800000.0,682000,2017
The Wedding Plan,RAtt.,1400000.0,,2017
Personal Shopper,IFC,1300000.0,,2017
Churchill,Cohen,1300000.0,,2017
The Sense of an Ending,CBS,1300000.0,,2017
3 Idiotas,PNT,1200000.0,,2017
6 Below: Miracle on the Mountain,MOM,14800.0,1100000,2017
Lady Macbeth,RAtt.,1100000.0,,2017
Film Stars Don't Die in Liverpool,SPC,1000000.0,,2017
Yu-Gi-Oh! The Dark Side of Dimensions,SV,1000000.0,,2017
Lucky (2017),Magn.,956000.0,,2017
Faces Places,Cohen,954000.0,,2017
Tubelight,Yash,930000.0,,2017
Frantz,MBox,881000.0,,2017
BOMBSHELL: The Hedy Lamarr Story,Zeit.,820000.0,,2017
Walk With Me,Gathr,727000.0,,2017
Buena Vista Social Club: Adios,BG,123000.0,578000,2017
Titanic (20th Anniversary),Par.,692000.0,,2017
Lost in Paris,Osci.,692000.0,,2017
Shubh Mangal Saavdhan,Eros,690000.0,,2017
The Midwife,MBox,604000.0,,2017
3 Generations,Wein.,156000.0,375000,2017
Fairy Tail: Dragon Cry,FUN,519000.0,,2017
Our President,CJ,507000.0,,2017
Letters from Baghdad,Vita.,360000.0,143000,2017
Breathe (2017),BST,490000.0,,2017
Song to Song,BG,444000.0,,2017
Tom of Finland,KL,378000.0,,2017
God's Own Country,Orion,336000.0,,2017
The Breadwinner,GK,312000.0,,2017
A Silent Voice,Elev.,310000.0,,2017
My Life as a Zucchini,GK,310000.0,,2017
Happy End,SPC,302000.0,,2017
After the Storm,FM,272000.0,,2017
Wakefield,IFC,263000.0,,2017
"I, Daniel Blake",IFC,260000.0,,2017
Cezanne et moi,Magn.,258000.0,,2017
The Fortress,CJ,253000.0,,2017
Black Butler: Book of the Atlantic,FUN,248000.0,,2017
The Swindlers,WGUSA,242000.0,,2017
City of Ghosts,IFC,128000.0,100000,2017
The Prison,WGUSA,207000.0,,2017
The Other Side of Hope,Jan.,184000.0,,2017
Marjorie Prime,FR,181000.0,,2017
Graduation,IFC,176000.0,,2017
Mr. Gaga: A True Story of Love and Dance,Abr.,174000.0,,2017
In This Corner of the World,FUN,172000.0,,2017
David Lynch: The Art Life,Jan.,171000.0,,2017
13 Minutes,SPC,162000.0,,2017
The Journey,IFC,155000.0,,2017
The Void,Scre.,151000.0,,2017
Blade of the Immortal,Magn.,151000.0,,2017
Thelma,Orch.,147000.0,,2017
BPM (Beats Per Minute),Orch.,125000.0,,2017
Explosion,CL,123000.0,,2017
The King's Choice,Gold.,113000.0,,2017
Slack Bay,KL,113000.0,,2017
Like Crazy (2017),Strand,107000.0,,2017
Fabricated City,CJ,105000.0,,2017
The Lure,Jan.,102000.0,,2017
Score: A Film Music Documentary,Grav.,101000.0,,2017
Munna Michael,Eros,99600.0,,2017
The Mayor,WGUSA,96800.0,,2017
The Fencer,CFI,96000.0,,2017
Memoir of a Murderer,WGUSA,91300.0,,2017
The King's Case Note,CJ,91000.0,,2017
Warriors of the Dawn,FIP,84500.0,,2017
The Nile Hilton Incident,Strand,81100.0,,2017
Pop Aye,KL,78000.0,,2017
I Can Speak,CJ,63200.0,,2017
Tomorrow,UTMW,62500.0,,2017
Worlds Apart,CLS,60300.0,,2017
Extraordinary Mission,Crimson,54200.0,,2017
The Ornithologist,Strand,50500.0,,2017
Napping Princess,GK,48200.0,,2017
Twenty Two,CL,46800.0,,2017
Bluebeard,WGUSA,43100.0,,2017
One Week and a Day,Osci.,41600.0,,2017
The Commune,Magn.,38700.0,,2017
A Woman's Life,KL,37600.0,,2017
Afterimage,FM,33400.0,,2017
Alone in Berlin,IFC,33100.0,,2017
The Villainess,WGUSA,27700.0,,2017
The Daughter,KL,26400.0,,2017
Moscow Never Sleeps,CAVU,25300.0,,2017
My Scientology Movie,Magn.,22900.0,,2017
Una,EF,22800.0,,2017
Bending the Arc,Abr.,21900.0,,2017
The Girl Without Hands,GK,21800.0,,2017
Whisky Galore,Arrow,21000.0,,2017
RV: Resurrected Victims,WGUSA,20400.0,,2017
Better Watch Out,WGUSA,20400.0,,2017
Absolutely Anything,ADC,20200.0,,2017
Glory (2017),FM,18400.0,,2017
Porto,KL,15100.0,,2017
Brotherhood of Blades 2: The Infernal Battlefield,WGUSA,14200.0,,2017
Abracadabra,Sony,14000.0,,2017
Blind,VE,12500.0,,2017
Felicite,Strand,12400.0,,2017
Dead Awake (2017),FR,11500.0,,2017
The Country Doctor,Distrib.,8500.0,,2017
Overdrive,VE,7800.0,,2017
Suntan,Strand,6600.0,,2017
Trespass Against Us,A24,5700.0,,2017
The Ardennes,FM,5600.0,,2017
Oro,Sony,5500.0,,2017
Singularity,VE,4200.0,,2017
Emily (2017),Hiber,3600.0,,2017
Max & Leon,Distrib.,500.0,,2017
2:22,Magn.,400.0,,2017
Avengers: Infinity War,BV,678800000.0,"1,369.5",2018
Black Panther,BV,700100000.0,646900000,2018
Jurassic World: Fallen Kingdom,Uni.,417700000.0,891800000,2018
Incredibles 2,BV,608600000.0,634200000,2018
Aquaman,WB,335100000.0,812700000,2018
Bohemian Rhapsody,Fox,216400000.0,687200000,2018
Venom (2018),Sony,213500000.0,641500000,2018
Mission: Impossible - Fallout,Par.,220200000.0,571000000,2018
Deadpool 2,Fox,318500000.0,460500000,2018
Fantastic Beasts: The Crimes of Grindelwald,WB,159600000.0,494100000,2018
Ant-Man and the Wasp,BV,216600000.0,406000000,2018
Ready Player One,WB,137700000.0,445200000,2018
Operation Red Sea,WGUSA,1500000.0,577700000,2018
Detective Chinatown 2,WB,2000000.0,542100000,2018
The Meg,WB,145400000.0,384800000,2018
Ralph Breaks the Internet,BV,201100000.0,328100000,2018
Hotel Transylvania 3: Summer Vacation,Sony,167500000.0,361100000,2018
Dr. Seuss' The Grinch (2018),Uni.,270600000.0,241000000,2018
Bumblebee,Par.,127200000.0,340800000,2018
A Star is Born (2018),WB,215300000.0,218900000,2018
Rampage (2018),WB (NL),101000000.0,327000000,2018
Mamma Mia! Here We Go Again,Uni.,120600000.0,274400000,2018
Solo: A Star Wars Story,BV,213800000.0,179200000,2018
Spider-Man: Into The Spider-Verse,Sony,190200000.0,185300000,2018
Fifty Shades Freed,Uni.,100400000.0,271500000,2018
The Nun,WB (NL),117500000.0,248100000,2018
Monster Hunt 2,LGF,706000.0,361000000,2018
Peter Rabbit,Sony,115300000.0,236000000,2018
Mary Poppins Returns,BV,172000000.0,177600000,2018
A Quiet Place,Par.,188000000.0,152900000,2018
Green Book,Uni.,85100000.0,234700000,2018
Skyscraper,Uni.,68400000.0,236400000,2018
Ocean's 8,WB,140200000.0,157500000,2018
Pacific Rim Uprising,Uni.,59900000.0,231100000,2018
Maze Runner: The Death Cure,Fox,58000000.0,230200000,2018
Tomb Raider,WB,58300000.0,216400000,2018
Halloween (2018),Uni.,159300000.0,96100000,2018
Crazy Rich Asians,WB,174500000.0,64000000,2018
Paddington 2,WB,40900000.0,186400000,2018
Smallfoot,WB,83200000.0,130900000,2018
Creed II,MGM,115700000.0,98300000,2018
Disney's Christopher Robin,BV,99200000.0,98500000,2018
The Equalizer 2,Sony,102100000.0,88300000,2018
The Nutcracker and the Four Realms,BV,54900000.0,119100000,2018
The Mule,WB,103800000.0,68700000,2018
Insidious: The Last Key,Uni.,67700000.0,100100000,2018
The Predator (2018),Fox,51000000.0,109500000,2018
Johnny English Strikes Again,Uni.,4400000.0,154500000,2018
Red Sparrow,Fox,46900000.0,104700000,2018
The First Purge,Uni.,69500000.0,67500000,2018
A Wrinkle in Time,BV,100500000.0,32200000,2018
The House With A Clock In Its Walls,Uni.,68500000.0,62900000,2018
Instant Family,Par.,67400000.0,53200000,2018
The Commuter,LGF,36300000.0,83600000,2018
Game Night,WB (NL),69200000.0,48500000,2018
The Monkey King 3,WGUSA,187000.0,114900000,2018
First Man,Uni.,44900000.0,60800000,2018
Night School (2018),Uni.,77300000.0,25800000,2018
Alpha,Studio 8,35900000.0,62300000,2018
A Simple Favor,LGF,53500000.0,44100000,2018
The Favourite,FoxS,34400000.0,61600000,2018
Truth or Dare,Uni.,41400000.0,53900000,2018
I Feel Pretty,STX,48800000.0,45700000,2018
Blockers,Uni.,60300000.0,33700000,2018
Goosebumps 2: Haunted Halloween,Sony,46700000.0,46600000,2018
BlacKkKlansman,Focus,49300000.0,44000000,2018
Overboard (2018),PNT,50300000.0,40900000,2018
Sherlock Gnomes,Par.,43200000.0,47100000,2018
Robin Hood (2018),LG/S,30800000.0,54000000,2018
Mortal Engines,Uni.,16000000.0,67700000,2018
How Long Will I Love U,WGUSA,747000.0,82100000,2018
Den of Thieves,STX,44900000.0,35600000,2018
Hereditary,A24,44100000.0,35300000,2018
Tag,WB (NL),54700000.0,23400000,2018
Vice,Annapurna,47800000.0,28200000,2018
Widows,Fox,42400000.0,33600000,2018
Sicario: Day of the Soldado,Sony,50100000.0,25800000,2018
Searching,SGem,26000000.0,49400000,2018
The Spy Who Dumped Me,LGF,33600000.0,41800000,2018
Second Act,STX,39300000.0,33000000,2018
Sanju,FIP,7900000.0,63600000,2018
Book Club,Par.,68600000.0,,2018
12 Strong,WB,45800000.0,21600000,2018
"Love, Simon",Fox,40800000.0,25500000,2018
Mile 22,STX,36100000.0,30200000,2018
Life of the Party,WB (NL),53100000.0,12800000,2018
Isle Of Dogs,FoxS,32000000.0,32200000,2018
Adrift,STX,31400000.0,28500000,2018
The 15:17 to Paris,WB,36300000.0,20800000,2018
Early Man,LGF,8300000.0,46400000,2018
Peppermint,STX,35400000.0,18400000,2018
Teen Titans Go! To The Movies,WB,29800000.0,22300000,2018
Slender Man,SGem,30600000.0,21200000,2018
Breaking In (2018),Uni.,46800000.0,4600000,2018
Once Upon a Deadpool,Fox,6100000.0,44400000,2018
The Son of Bigfoot,VPD,289000.0,46800000,2018
Uncle Drew,LG/S,42500000.0,4200000,2018
Tyler Perry's Acrimony,LGF,43500000.0,2900000,2018
Mary Queen of Scots,Focus,16500000.0,29900000,2018
The Possession of Hannah Grace,SGem,14800000.0,28200000,2018
Overlord,Par.,21700000.0,20000000,2018
The Darkest Minds,Fox,12700000.0,28400000,2018
Holmes and Watson,Sony,30600000.0,9900000,2018
Show Dogs,Global Road,17900000.0,21300000,2018
On the Basis of Sex,Focus,24600000.0,13600000,2018
Namiya,CL,70800.0,35300000,2018
The Girl in the Spider's Web: A New Dragon Tattoo Story,Sony,14800000.0,20300000,2018
The Hate U Give,Fox,29700000.0,5200000,2018
Death Wish (2018),MGM,34000000.0,,2018
Nobody's Fool,Par.,31700000.0,1800000,2018
Bad Times At The El Royale,Fox,17800000.0,14000000,2018
Baaghi 2,FIP,1300000.0,29900000,2018
The Happytime Murders,STX,20700000.0,6800000,2018
Midnight Sun,Global Road,9600000.0,17800000,2018
Pad Man,Sony,1700000.0,25600000,2018
Monster Family,VPD,127000.0,26300000,2018
White Boy Rick,Studio 8,24000000.0,1900000,2018
Winchester,LGF,25100000.0,,2018
The Death of Stalin,IFC,8000000.0,16600000,2018
Strangers: Prey at Night,Aviron,24600000.0,,2018
"Paul, Apostle of Christ",Affirm,17600000.0,5500000,2018
Padmaavat,VPD,11800000.0,11100000,2018
Proud Mary,SGem,20900000.0,876000,2018
Superfly,Sony,20500000.0,236000,2018
If Beale Street Could Talk,Annapurna,14900000.0,5700000,2018
Burn the Stage: The Movie,Trafalgar,4200000.0,16100000,2018
Detective K: Secret of the Living Dead,WGUSA,104000.0,18500000,2018
The Wife,SPC,9600000.0,8600000,2018
Hell Fest,LGF,11100000.0,7100000,2018
Chappaquiddick,ENTMP,17400000.0,591000,2018
They Shall Not Grow Old,WB,18000000.0,,2018
Free Solo,NGE,17500000.0,,2018
The Children Act,A24,548000.0,17000000,2018
Beautiful Boy (2018),Amazon,7600000.0,8700000,2018
Hunter Killer,LG/S,15800000.0,,2018
Tully (2018),Focus,9400000.0,6300000,2018
Unfriended: Dark Web,BH Tilt,8900000.0,6300000,2018
Upgrade,BH Tilt,12000000.0,2400000,2018
Unsane,BST,7700000.0,6600000,2018
The Sisters Brothers,Annapurna,3100000.0,10000000,2018
Welcome to Marwen,Uni.,10800000.0,2100000,2018
Hotel Artemis,Global Road,6700000.0,6000000,2018
Marrowbone,Magn.,1400.0,12300000,2018
102 Not Out,Sony,1300000.0,10900000,2018
Boy Erased,Focus,6800000.0,5000000,2018
Back to Burgundy,MBox,258000.0,11400000,2018
The Bookshop,Greenwich,1600000.0,9900000,2018
The Old Man & the Gun,FoxS,11300000.0,,2018
Gringo,STX,5000000.0,6000000,2018
Golden Slumber,CJ,94500.0,10600000,2018
Kin,LGF,5700000.0,4300000,2018
The Big Bad Fox and Other Tales,GK,35800.0,9600000,2018
Traffik,LGF,9200000.0,336000,2018
Can You Ever Forgive Me?,FoxS,8800000.0,,2018
7 Days in Entebbe,Focus,3300000.0,5400000,2018
Pope Francis - A Man of His Word,Focus,2000000.0,6600000,2018
Condorito: La Pelicula,LGF,448000.0,8000000,2018
Suspiria,Amazon,2500000.0,5400000,2018
Disobedience,BST,3500000.0,4400000,2018
Qué León (What A Lion),Spanglish,2600000.0,5200000,2018
Life Itself (2018),Amazon,4099999.0,3700000,2018
Beirut,BST,5000000.0,2500000,2018
Return of the Hero,Distrib.,37100.0,7300000,2018
Soorma,Sony,390000.0,6200000,2018
The Hurricane Heist,ENTMP,6100000.0,,2018
Every Day (2018),Orion,6100000.0,,2018
Leave No Trace,BST,6000000.0,,2018
My Hero Academia: Two Heroes,FUN,5800000.0,,2018
Destroyer,Annapurna,1500000.0,4000000,2018
Madame,Blue Fox,91000.0,5300000,2018
Colette,BST,5100000.0,,2018
Blindspotting,LG/S,4300000.0,530000,2018
Cold War (2018),Amazon,4600000.0,,2018
Papillon (2018),BST,2300000.0,2200000,2018
Gotti,VE,4300000.0,,2018
The Mercy,Scre.,29500.0,4200000,2018
Hichki,Yash,330000.0,3900000,2018
Ya Veremos,PNT,4200000.0,,2018
Don't Worry He Won't Get Far on Foot,Amazon,1400000.0,2500000,2018
A Private War,Aviron,1600000.0,2200000,2018
Ben is Back,RAtt.,3700000.0,,2018
Bad Samaritan,Electric,3400000.0,,2018
Gauguin: Voyage to Tahiti,Cohen,200000.0,3100000,2018
Shoplifters,Magn.,3300000.0,,2018
The Front Runner,Sony,2000000.0,1200000,2018
2001: A Space Odyssey (2018 re-release),WB,3200000.0,,2018
Wildlife,IFC,1100000.0,2000000,2018
La Boda de Valentina,PNT,2800000.0,,2018
You Were Never Really Here,Amazon,2500000.0,,2018
Billionaire Boy's Club,VE,1300.0,2500000,2018
The Rider,SPC,2400000.0,,2018
Mary and the Witch's Flower,GK,2400000.0,,2018
Bilal: A New Breed of Hero,VE,491000.0,1700000,2018
A Fantastic Woman,SPC,2000000.0,,2018
MET Opera: La Traviata,Fathom,1900000.0,,2018
Capernaum,SPC,1700000.0,,2018
I Still See You,LGF,1400.0,1500000,2018
Finding Your Feet,RAtt.,1400000.0,,2018
Never Look Away,SPC,1300000.0,,2018
Maria by Callas,SPC,1300000.0,,2018
Mandy,RLJ,1200000.0,,2018
Andhadhun,Eros,1200000.0,,2018
Lean on Pete,A24,1200000.0,,2018
Nothing to Lose (2018),Swen,1000000.0,,2018
Raid (2018),Eros,1000000.0,,2018
The Insult,Cohen,1000000.0,,2018
Little Italy,EOne,990000.0,,2018
The Catcher Was a Spy,IFC,725000.0,229000,2018
The Miseducation of Cameron Post,FR,905000.0,,2018
Kedarnath,PackYourBag,901000.0,,2018
Schindler's List (2018 re-release),Uni.,833000.0,,2018
Mirai,GK,813000.0,,2018
Beast,RAtt.,800000.0,,2018
Pokemon the Movie: The Power of Us,Fathom,789000.0,,2018
The Party (2017),RAtt.,750000.0,,2018
Burning,WGUSA,719000.0,,2018
Foxtrot,SPC,619000.0,,2018
The Sound of Music (2018 re-release),Fathom,616000.0,,2018
The Big Lebowski (20th Anniversary),Fathom,583000.0,,2018
Manmarziyaan,Eros,567000.0,,2018
Loveless (2018),SPC,566000.0,,2018
Tommy Wiseau's The Room,Fathom,550000.0,,2018
Fireworks (2018),GK,525000.0,,2018
The Spy Gone North,CJ,501000.0,,2018
The Happy Prince,SPC,466000.0,,2018
Final Portrait,SPC,462000.0,,2018
Bag of Marbles,Gaum.,411000.0,,2018
Vertigo (60th Anniversary),Fathom,394000.0,,2018
Oh Lucy!,FM,375000.0,,2018
Mountain,Greenwich,365000.0,,2018
Time Freak,Grindstone,10000.0,256000,2018
What They Had,BST,260000.0,,2018
Batti Gul Meter Chalu,Eros,250000.0,,2018
Borg vs. McEnroe,Neon,231000.0,,2018
Matangi/Maya/M.I.A.,Abr.,231000.0,,2018
Mazinger Z: INFINITY,Fathom,221000.0,,2018
Fate/Stay Night: Heaven's Feel - I. Presage Flower,Fathom,194000.0,,2018
Summer 1993,Osci.,186000.0,,2018
Maquia: When the Promised Flower Blooms (Subtitled),Elev.,186000.0,,2018
Karwaan,PackYourBag,182000.0,,2018
Last Letter,CL,181000.0,,2018
The Accidental Detective 2: In Action,CJ,179000.0,,2018
The Guardians,MBox,177000.0,,2018
Luis & the Aliens,VPD,170000.0,,2018
Double Lover,Cohen,168000.0,,2018
Ghost Stories,IFC,149000.0,,2018
Museo,Vita.,149000.0,,2018
The Little Mermaid (2018),Conglomerate,147000.0,,2018
The Young Karl Marx,Orch.,126000.0,,2018
Becoming Astrid,MBox,120000.0,,2018
Ryuichi Sakamoto: Coda,MUBI,117000.0,,2018
Gonjiam: Haunted Asylum,WGUSA,115000.0,,2018
Take Point,CJ,112000.0,,2018
The Dawn Wall,Orch.,112000.0,,2018
The Negotiation,CJ,111000.0,,2018
The Captain,MBox,109000.0,,2018
Mary Shelley,IFC,109000.0,,2018
In Between,FM,108000.0,,2018
Namaste England,Eros,104000.0,,2018
Happy Phirr Bhag Jayegi,Eros,103000.0,,2018
Ismael's Ghosts,Magn.,103000.0,,2018
Revenge (2018),Neon,102000.0,,2018
Unstoppable (2018),WGUSA,101000.0,,2018
Reign of Judges: Title of Liberty - Concept Short,Darin Southa,93200.0,5200,2018
The Third Murder,FM,89300.0,,2018
The House That Jack Built,IFC,88000.0,,2018
Custody,KL,83900.0,,2018
Godard Mon Amour,Cohen,82300.0,,2018
Just a Breath Away,EOne,78000.0,,2018
Mukkabaaz,Eros,75900.0,,2018
Keys to the Heart,CJ,75100.0,,2018
Tehran Taboo,KL,74800.0,,2018
The Last Suit,OutF,73500.0,,2018
"Nico, 1988",Magn.,73300.0,,2018
Antonio Lopez 1970: Sex Fashion & Disco,FM,43200.0,30000,2018
Helicopter Eela,Eros,72000.0,,2018
Under the Tree,Magn.,67600.0,,2018
Before We Vanish,Super,52100.0,,2018
I Am Not a Witch,FM,50900.0,,2018
Racer & the Jailbird,Super,46300.0,,2018
Rodin,Cohen,44300.0,,2018
What Will People Say,KL,44200.0,,2018
A Ciambra,IFC,41900.0,,2018
Oolong Courtyard,CL,37700.0,,2018
Girls vs Gangsters,WGUSA,37100.0,,2018
"No Date, No Signature",Distrib.,36400.0,,2018
The Apparition (2018),MBox,28300.0,,2018
The Charmer,FM,26200.0,,2018
Elliot: The Littlest Reindeer,Scre.,24300.0,,2018
The Workshop,Strand,22100.0,,2018
Loving Pablo,Uni.,22000.0,,2018
A Paris Education,KL,21600.0,,2018
Tag Along: The Devil Fish,CL,20700.0,,2018
Gabriel and the Mountain,Strand,18400.0,,2018
Marlina the Murderer in Four Acts,Icar.,17800.0,,2018
The Escape,IFC,14000.0,,2018
How Victor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,CARUSEL,13000.0,,2018
"Lou Andreas-Salomé, the Audacity to be Free",CLS,12900.0,,2018
Let Yourself Go,Men.,12200.0,,2018
Hannah (2018),PDF,11700.0,,2018
Souvenir,Strand,11400.0,,2018
Furious (Legend of Kolovrat),CARUSEL,10000.0,,2018
Beauty and the Dogs,Osci.,8900.0,,2018
The Quake,Magn.,6200.0,,2018
Edward II (2018 re-release),FM,4800.0,,2018
El Pacto,Sony,2500.0,,2018
The Swan,Synergetic,2400.0,,2018
An Actor Prepares,Grav.,1700.0,,2018
