id,release_date,movie,production_budget,domestic_gross,worldwide_gross
97,"Feb 9, 2018",Peter Rabbit,"$50,000,000","$115,234,093","$347,136,477"
98,"Feb 7, 2003",How to Lose a Guy in 10 Days,"$50,000,000","$105,807,520","$178,890,782"
99,"Nov 11, 1994",Interview with the Vampire: The Vampire Chronicles,"$50,000,000","$105,264,608","$223,564,608"
100,"Dec 14, 2018",The Mule,"$50,000,000","$103,804,407","$170,857,676"
1,"Dec 19, 2008",Yes Man,"$50,000,000","$97,690,976","$225,990,976"
2,"Feb 28, 2014",Non-Stop,"$50,000,000","$91,742,160","$222,383,055"
3,"Dec 25, 1998",Stepmom,"$50,000,000","$91,137,662","$159,745,279"
4,"Aug 9, 2013",Disney Planes,"$50,000,000","$90,282,580","$238,059,569"
5,"Mar 10, 2006",Failure to Launch,"$50,000,000","$88,715,192","$128,402,901"
6,"Mar 24, 2006",Inside Man,"$50,000,000","$88,634,237","$185,798,265"
7,"Jul 28, 2017",The Emoji Movie,"$50,000,000","$86,089,513","$216,562,312"
8,"Jul 29, 2011","Crazy, Stupid, Love","$50,000,000","$84,351,197","$147,142,328"
9,"Dec 22, 2017",The Post,"$50,000,000","$81,903,458","$179,748,880"
10,"Feb 5, 1999",Payback,"$50,000,000","$81,526,121","$161,626,121"
11,"Jun 9, 1995",Congo,"$50,000,000","$81,022,333","$152,022,333"
12,"Mar 20, 2009",Knowing,"$50,000,000","$79,957,634","$186,450,317"
13,"Mar 18, 2005",The Ring Two,"$50,000,000","$75,941,727","$161,941,727"
14,"Dec 23, 2011",We Bought a Zoo,"$50,000,000","$75,624,550","$118,729,073"
15,"Sep 23, 2011",Moneyball,"$50,000,000","$75,605,492","$111,300,835"
16,"Jun 11, 2004",Garfield: The Movie,"$50,000,000","$75,367,693","$208,094,550"
17,"Nov 24, 2004",Christmas with the Kranks,"$50,000,000","$73,701,902","$96,469,187"
18,"Mar 17, 2006",V for Vendetta,"$50,000,000","$70,511,035","$130,214,162"
19,"Mar 10, 1995",Outbreak,"$50,000,000","$67,823,573","$190,023,573"
20,"Mar 13, 2009",Race to Witch Mountain,"$50,000,000","$67,172,595","$105,103,784"
21,"Sep 24, 2004",The Forgotten,"$50,000,000","$66,711,892","$117,211,892"
22,"Jun 22, 2005",Herbie: Fully Loaded,"$50,000,000","$66,010,682","$144,110,682"
23,"Feb 7, 2003",Shanghai Knights,"$50,000,000","$60,470,220","$88,316,835"
24,"Jul 18, 2014",Planes: Fire and Rescue,"$50,000,000","$59,157,732","$156,399,644"
25,"Feb 10, 2006",Curious George,"$50,000,000","$58,640,119","$71,052,604"
26,"Apr 6, 2012",American Reunion,"$50,000,000","$56,758,835","$236,799,211"
27,"Jan 25, 2013",Hansel & Gretel: Witch Hunters,"$50,000,000","$55,703,475","$214,949,716"
28,"Feb 18, 2011",I am Number Four,"$50,000,000","$55,100,437","$146,195,159"
29,"Sep 28, 2001",Donât Say a Word,"$50,000,000","$54,997,476","$104,488,383"
30,"Jan 15, 2016",13 Hours: The Secret Soldiers of Benghazi,"$50,000,000","$52,853,219","$69,411,370"
31,"May 8, 2002",Unfaithful,"$50,000,000","$52,752,475","$119,114,494"
32,"Sep 29, 2017",American Made,"$50,000,000","$51,342,000","$135,569,212"
33,"Nov 23, 2005",Syriana,"$50,000,000","$50,824,620","$92,690,959"
34,"Sep 10, 2004",Resident Evil: Apocalypse,"$50,000,000","$50,740,078","$125,168,734"
35,"Oct 17, 2014",The Book of Life,"$50,000,000","$50,151,543","$97,651,543"
36,"Feb 14, 1997",Absolute Power,"$50,000,000","$50,068,310","$50,068,310"
37,"Feb 10, 2006",Firewall,"$50,000,000","$48,751,189","$82,751,189"
38,"Sep 12, 1997",The Game,"$50,000,000","$48,265,581","$80,369,970"
39,"Aug 22, 1997",G.I. Jane,"$50,000,000","$48,169,156","$48,169,156"
40,"Aug 8, 2014",Into the Storm,"$50,000,000","$47,602,194","$150,429,371"
41,"Oct 10, 2014",The Judge,"$50,000,000","$47,119,388","$76,119,388"
42,"Apr 21, 2006",Silent Hill,"$50,000,000","$46,982,632","$94,704,227"
43,"Aug 11, 2000",The Replacements,"$50,000,000","$44,737,059","$50,054,511"
44,"Jul 29, 1998",The Negotiator,"$50,000,000","$44,705,766","$49,105,766"
45,"Aug 19, 2016",War Dogs,"$50,000,000","$43,034,523","$86,234,503"
46,"May 25, 1994",Beverly Hills Cop III,"$50,000,000","$42,586,861","$119,180,938"
47,"Jun 15, 1990",Gremlins 2: The New Batch,"$50,000,000","$41,476,097","$41,476,097"
48,"Sep 26, 1997",The Peacemaker,"$50,000,000","$41,263,140","$62,967,368"
49,"Oct 3, 2003",Out of Time,"$50,000,000","$41,083,108","$55,489,826"
50,"Nov 12, 2004",Bridget Jones: The Edge Of Reason,"$50,000,000","$40,203,020","$263,894,551"
51,"Feb 11, 2000",The Beach,"$50,000,000","$39,778,599","$39,778,599"
52,"Jun 10, 2005",The Adventures of Sharkboy and Lavagirl in 3-D,"$50,000,000","$39,177,684","$69,425,966"
53,"Feb 18, 1994",On Deadly Ground,"$50,000,000","$38,590,458","$38,590,458"
54,"Nov 25, 2009",Ninja Assassin,"$50,000,000","$38,122,883","$62,209,892"
55,"May 28, 2004",Raising Helen,"$50,000,000","$37,485,528","$49,928,680"
56,"May 20, 2016",The Nice Guys,"$50,000,000","$36,261,763","$59,596,747"
57,"Sep 17, 1999",For Love of the Game,"$50,000,000","$35,188,640","$46,112,640"
58,"Dec 11, 1998",Jack Frost,"$50,000,000","$34,645,374","$34,645,374"
59,"Jun 4, 2010",Marmaduke,"$50,000,000","$33,644,788","$89,895,930"
60,"Jun 28, 1996",Striptease,"$50,000,000","$33,109,743","$113,309,743"
61,"Oct 15, 2010",Hereafter,"$50,000,000","$32,746,941","$108,660,270"
62,"Apr 19, 2002",Murder by Numbers,"$50,000,000","$31,874,869","$56,643,267"
63,"Oct 6, 1995",Assassins,"$50,000,000","$30,306,268","$83,306,268"
64,"Feb 12, 2016",Zoolander 2,"$50,000,000","$28,848,693","$55,348,693"
65,"Jan 16, 2009",Defiance,"$50,000,000","$28,644,813","$52,987,754"
66,"Feb 9, 2007",Hannibal Rising,"$50,000,000","$27,669,725","$80,583,311"
67,"Oct 15, 1999",The Story of Us,"$50,000,000","$27,100,030","$27,100,030"
68,"Mar 29, 2013",The Host,"$50,000,000","$26,623,701","$64,477,051"
69,"Mar 28, 2003",Basic,"$50,000,000","$26,599,248","$42,598,498"
70,"Mar 13, 2015",Run All Night,"$50,000,000","$26,461,644","$66,961,644"
71,"Aug 9, 2002",Blood Work,"$50,000,000","$26,199,517","$26,199,517"
72,"Feb 13, 2009",The International,"$50,000,000","$25,450,527","$53,850,527"
73,"Aug 9, 1996",Escape from L.A.,"$50,000,000","$25,426,861","$25,426,861"
74,"Feb 27, 2004",Twisted,"$50,000,000","$25,195,050","$40,119,848"
75,"Dec 10, 2004",The Life Aquatic with Steve Zissou,"$50,000,000","$24,006,726","$34,806,726"
76,"Aug 4, 1999",The Iron Giant,"$50,000,000","$23,159,305","$31,333,917"
77,"Apr 12, 2019",Hellboy,"$50,000,000","$21,903,748","$40,725,492"
78,"Apr 8, 2011",Your Highness,"$50,000,000","$21,596,445","$26,121,638"
79,"Sep 16, 2016",Snowden,"$50,000,000","$21,587,519","$35,380,918"
80,"Sep 30, 2011",Dream House,"$50,000,000","$21,302,340","$41,642,166"
81,"Jun 24, 2016",Free State of Jones,"$50,000,000","$20,810,036","$23,237,252"
82,"Sep 4, 2009",Gamer,"$50,000,000","$20,534,907","$42,002,029"
83,"Feb 25, 2005",Man of the House,"$50,000,000","$19,699,706","$22,099,706"
84,"Feb 21, 2003",The Life of David Gale,"$50,000,000","$19,694,635","$28,920,188"
85,"Feb 14, 2013",Beautiful Creatures,"$50,000,000","$19,452,138","$60,282,876"
86,"Sep 30, 2005",Into the Blue,"$50,000,000","$18,782,227","$41,982,227"
87,"Sep 14, 2007",Eastern Promises,"$50,000,000","$17,181,265","$56,077,088"
88,"Jul 1, 1994",Baby's Day Out,"$50,000,000","$16,581,575","$16,581,575"
89,"Nov 12, 1999",The Messenger: The Story of Joan of Arc,"$50,000,000","$14,271,297","$14,271,297"
90,"Nov 3, 1995",Fair Game,"$50,000,000","$11,497,497","$26,097,497"
91,"Feb 25, 2011",Drive Angry,"$50,000,000","$10,721,033","$41,042,583"
92,"Nov 7, 1997",Mad City,"$50,000,000","$10,561,038","$10,561,038"
93,"Oct 13, 1995",The Scarlet Letter,"$50,000,000","$10,359,006","$10,359,006"
94,"Oct 14, 2005",Domino,"$50,000,000","$10,169,202","$23,574,057"
95,"Oct 13, 1995",Jade,"$50,000,000","$9,812,870","$9,812,870"
96,"Feb 27, 2009",Street Fighter: The Legend of Chun-Li,"$50,000,000","$8,742,261","$12,660,287"
97,"Mar 29, 2002",Death to Smoochy,"$50,000,000","$8,355,815","$8,374,062"
98,"Feb 16, 2018",Early Man,"$50,000,000","$8,267,544","$45,285,890"
99,"Nov 13, 2009",The Boat That Rocked,"$50,000,000","$8,017,467","$37,472,651"
100,"Jan 30, 2004",The Big Bounce,"$50,000,000","$6,471,394","$6,626,115"
1,"Mar 3, 2000",What Planet Are You From?,"$50,000,000","$6,291,602","$6,291,602"
2,"Apr 17, 2015",Child 44,"$50,000,000","$1,224,330","$8,004,221"
3,"Jan 23, 2009",Outlander,"$50,000,000","$166,003","$1,250,617"
4,"Mar 15, 2013",Upside Down,"$50,000,000","$102,118","$26,387,039"
5,"Oct 2, 2015",Shanghai,"$50,000,000","$46,425","$15,505,922"
6,"Dec 31, 2020",Hannibal the Conqueror,"$50,000,000",$0,$0
7,"Nov 8, 2019",Arctic Dogs,"$50,000,000",$0,$0
8,"Nov 22, 2019",The Rhythm Section,"$50,000,000",$0,$0
9,"Sep 20, 2019",Ad Astra,"$49,800,000",$0,$0
10,"Nov 2, 2001",The One,"$49,000,000","$43,905,746","$72,689,126"
11,"Mar 6, 2015",Chappie,"$49,000,000","$31,569,268","$105,002,056"
12,"Jul 11, 1990",The Adventures of Ford Fairlane,"$49,000,000","$20,423,389","$20,423,389"
13,"Nov 16, 2012",Anna Karenina,"$49,000,000","$12,816,367","$71,004,627"
14,"May 24, 1989",Indiana Jones and the Last Crusade,"$48,000,000","$197,171,806","$474,171,806"
15,"Oct 18, 2002",The Ring,"$48,000,000","$129,094,024","$248,218,486"
16,"Dec 27, 2000",Traffic,"$48,000,000","$124,107,476","$208,300,000"
17,"Mar 29, 2002",Panic Room,"$48,000,000","$95,308,367","$196,308,367"
18,"Jan 9, 2015",Taken 3,"$48,000,000","$89,256,424","$327,656,424"
19,"Aug 6, 1999",The Thomas Crown Affair,"$48,000,000","$69,304,264","$124,304,264"
20,"Nov 16, 2018",Instant Family,"$48,000,000","$67,363,237","$119,736,188"
21,"Nov 5, 1999",The Bone Collector,"$48,000,000","$66,488,090","$151,463,090"
22,"Oct 1, 1999",Three Kings,"$48,000,000","$60,652,036","$107,752,036"
23,"Jan 22, 2010",Tooth Fairy,"$48,000,000","$60,022,256","$112,610,386"
24,"Aug 17, 2001",Rat Race,"$48,000,000","$56,607,223","$86,607,223"
25,"Sep 7, 2007",3:10 to Yuma,"$48,000,000","$53,606,916","$71,171,825"
26,"Aug 13, 2001",K-PAX,"$48,000,000","$50,315,140","$50,315,140"
27,"Dec 25, 2001",Kate and Leopold,"$48,000,000","$47,095,453","$70,937,778"
28,"Oct 20, 2000",Bedazzled,"$48,000,000","$37,879,996","$90,376,224"
29,"Jun 26, 1998",Out of Sight,"$48,000,000","$37,562,568","$77,562,568"
30,"Dec 14, 1984",The Cotton Club,"$48,000,000","$25,928,721","$25,928,721"
31,"Jan 25, 2008",Rambo,"$47,500,000","$42,754,105","$112,214,531"
32,"Jul 13, 2016",The Infiltrator,"$47,500,000","$15,436,808","$20,718,104"
33,"Jun 15, 1990",Dick Tracy,"$47,000,000","$103,738,726","$162,738,726"
34,"Nov 11, 2016",Arrival,"$47,000,000","$100,546,139","$203,127,894"
35,"Jun 14, 1996",The Cable Guy,"$47,000,000","$60,240,295","$102,825,796"
36,"Apr 22, 2009",Earth,"$47,000,000","$32,011,576","$116,773,317"
37,"Oct 19, 2001",Riding in Cars with Boys,"$47,000,000","$29,781,453","$29,781,453"
38,"Jan 5, 2007",Happily N'Ever After,"$47,000,000","$15,849,032","$37,923,818"
39,"Nov 27, 2002",Solaris,"$47,000,000","$14,970,038","$14,970,038"
40,"Jun 18, 2010",Jonah Hex,"$47,000,000","$10,547,117","$11,022,696"
41,"Feb 23, 1996",Mary Reilly,"$47,000,000","$5,707,094","$12,900,000"
42,"Dec 23, 2016",Silence,"$46,500,000","$7,100,177","$23,726,626"
43,"Nov 1, 2013",Mr. Nobody,"$46,500,000","$3,622","$22,254"
44,"Jun 20, 1997",My Best Friend's Wedding,"$46,000,000","$126,813,153","$298,923,419"
45,"Jul 20, 2001",America's Sweethearts,"$46,000,000","$93,607,673","$160,648,493"
46,"Nov 22, 1996",Star Trek: First Contact,"$46,000,000","$92,027,888","$150,000,000"
47,"May 24, 2002",Insomnia,"$46,000,000","$67,263,182","$113,622,499"
48,"Sep 20, 2013",Prisoners,"$46,000,000","$61,002,302","$113,402,302"
49,"Jul 12, 1996",Courage Under Fire,"$46,000,000","$59,003,384","$100,833,145"
50,"Sep 17, 1982",Inchon,"$46,000,000","$4,408,636","$4,408,636"
51,"Dec 31, 2010",Arthur and the War of Two Worlds,"$45,500,000","$347,136","$36,180,824"
52,"Mar 21, 1997",Liar Liar,"$45,000,000","$181,410,615","$302,710,615"
53,"Nov 20, 1998",A Bug's Life,"$45,000,000","$162,798,565","$363,095,319"
54,"Oct 5, 2012",Taken 2,"$45,000,000","$139,854,287","$377,807,404"
55,"May 27, 1994",The Flintstones,"$45,000,000","$130,531,208","$358,500,000"
56,"Oct 24, 2003",Scary Movie 3,"$45,000,000","$110,000,082","$155,200,000"
57,"Dec 22, 2000",Miss Congeniality,"$45,000,000","$106,807,667","$213,420,951"
58,"Dec 22, 2017",Pitch Perfect 3,"$45,000,000","$104,897,530","$185,736,412"
59,"Jul 11, 2008",Journey to the Center of the Earth,"$45,000,000","$101,704,370","$243,180,937"
60,"Dec 17, 1993",The Pelican Brief,"$45,000,000","$100,768,056","$187,995,859"
61,"Aug 11, 2004",The Princess Diaries 2: Royal Engagement,"$45,000,000","$95,149,435","$122,071,435"
62,"Dec 25, 2007",The Bucket List,"$45,000,000","$93,466,502","$174,807,445"
63,"Jul 20, 1994",The Client,"$45,000,000","$92,115,211","$117,615,211"
64,"Nov 23, 2011",The Muppets,"$45,000,000","$88,625,922","$160,971,922"
65,"Jun 5, 1992",Patriot Games,"$45,000,000","$83,287,363","$178,100,000"
66,"May 13, 2005",Monster-in-Law,"$45,000,000","$82,931,301","$155,931,301"
67,"Oct 5, 2001",Training Day,"$45,000,000","$76,261,036","$104,505,362"
68,"Oct 7, 2016",The Girl on the Train,"$45,000,000","$75,395,035","$174,278,214"
69,"Dec 24, 1999",Galaxy Quest,"$45,000,000","$71,423,726","$90,523,726"
70,"Jul 4, 2001",Scary Movie 2,"$45,000,000","$71,277,420","$141,189,101"
71,"Aug 21, 1998",Blade,"$45,000,000","$70,141,876","$131,237,688"
72,"Jan 14, 2005",Coach Carter,"$45,000,000","$67,264,877","$76,665,507"
73,"Mar 19, 2010",The Bounty Hunter,"$45,000,000","$67,061,228","$135,808,837"
74,"Apr 12, 2002",Changing Lanes,"$45,000,000","$66,790,248","$66,790,248"
75,"Apr 11, 1997",Anaconda,"$45,000,000","$65,598,907","$136,998,907"
76,"Jan 20, 2006",Underworld: Evolution,"$45,000,000","$62,318,875","$113,417,762"
77,"Aug 4, 2000",Coyote Ugly,"$45,000,000","$60,786,269","$113,916,474"
78,"Nov 7, 2003",Love Actually,"$45,000,000","$59,472,278","$248,505,300"
79,"Aug 9, 1996",Jack,"$45,000,000","$58,617,334","$58,617,334"
80,"Oct 7, 1994",The Specialist,"$45,000,000","$57,362,581","$57,362,581"
81,"Dec 9, 2016",Office Christmas Party,"$45,000,000","$54,767,494","$91,323,299"
82,"Aug 16, 1996",Tin Cup,"$45,000,000","$53,854,588","$75,854,588"
83,"Nov 23, 2005","Yours, Mine and Ours","$45,000,000","$53,359,917","$72,359,917"
84,"May 13, 2005",Kicking and Screaming,"$45,000,000","$52,842,724","$55,842,724"
85,"Apr 29, 2005",The Hitchhiker's Guide to the Galaxy,"$45,000,000","$51,019,112","$102,746,214"
86,"Sep 21, 2007",Resident Evil: Extinction,"$45,000,000","$50,648,679","$149,871,103"
87,"Dec 25, 2004",Fat Albert,"$45,000,000","$48,114,556","$48,563,556"
88,"Jul 6, 2012",Savages,"$45,000,000","$47,323,100","$82,513,490"
89,"Sep 30, 1994",The River Wild,"$45,000,000","$46,815,000","$94,215,000"
90,"May 23, 2014",Blended,"$45,000,000","$46,290,741","$127,990,741"
91,"Jun 16, 2017",All Eyez on Me,"$45,000,000","$44,922,302","$54,876,855"
92,"Jan 13, 2006",Last Holiday,"$45,000,000","$38,399,961","$43,343,247"
93,"Mar 3, 2006",16 Blocks,"$45,000,000","$36,895,141","$65,595,141"
94,"Jul 14, 1995",The Indian in the Cupboard,"$45,000,000","$35,627,222","$35,627,222"
95,"Sep 10, 2004",Cellular,"$45,000,000","$32,003,620","$61,475,984"
96,"Jul 28, 2006",The Ant Bully,"$45,000,000","$28,142,535","$49,610,898"
97,"Jul 18, 2003",Johnny English,"$45,000,000","$28,013,509","$163,126,676"
98,"Dec 14, 1984",Dune,"$45,000,000","$27,447,471","$27,447,471"
99,"Jul 31, 2009",Aliens in the Attic,"$45,000,000","$25,200,412","$59,551,283"
100,"Sep 14, 2007",Across the Universe,"$45,000,000","$24,343,673","$29,367,143"
1,"Dec 26, 2008",Revolutionary Road,"$45,000,000","$22,951,340","$79,604,820"
2,"Aug 29, 2008",Babylon A.D.,"$45,000,000","$22,532,572","$70,216,497"
3,"Nov 4, 1994",Frankenstein,"$45,000,000","$22,006,296","$112,006,296"
4,"Oct 4, 1996",The Glimmer Man,"$45,000,000","$20,404,841","$36,404,841"
5,"Jul 17, 1996",Multiplicity,"$45,000,000","$20,133,326","$20,133,326"
6,"May 3, 2019",UglyDolls,"$45,000,000","$19,894,664","$24,644,664"
7,"Jan 19, 2001",The Pledge,"$45,000,000","$19,719,930","$29,406,132"
8,"Dec 16, 2005",The Producers: The Movie Musical,"$45,000,000","$19,398,532","$32,952,995"
9,"Jun 7, 1996",The Phantom,"$45,000,000","$17,220,599","$17,220,599"
10,"Jul 1, 2005",Rebound,"$45,000,000","$16,809,014","$17,492,014"
11,"Feb 19, 2010",The Ghost Writer,"$45,000,000","$15,541,549","$65,532,491"
12,"Dec 22, 2000",All the Pretty Horses,"$45,000,000","$15,527,125","$18,120,267"
13,"Sep 5, 2008",Bangkok Dangerous,"$45,000,000","$15,298,133","$46,598,133"
14,"Dec 20, 1995",Nixon,"$45,000,000","$13,668,249","$34,668,249"
15,"Sep 21, 2012",Dredd,"$45,000,000","$13,414,714","$41,467,606"
16,"Oct 28, 2011",The Rum Diary,"$45,000,000","$13,109,815","$21,544,732"
17,"Jan 30, 1998",Deep Rising,"$45,000,000","$11,203,026","$11,203,026"
18,"Dec 21, 2018",Welcome to Marwen,"$45,000,000","$10,763,520","$12,874,922"
19,"Oct 21, 2011",Johnny English Reborn,"$45,000,000","$8,406,711","$164,640,401"
20,"Sep 26, 2008",Miracle at St. Anna,"$45,000,000","$7,916,887","$9,676,497"
21,"Apr 5, 2002",Big Trouble,"$45,000,000","$7,262,288","$8,488,871"
22,"Dec 21, 2006",Man cheng jin dai huang jin jia,"$45,000,000","$6,566,773","$76,904,429"
23,"Nov 16, 2007",Love in the Time of Cholera,"$45,000,000","$4,617,608","$31,077,418"
24,"Dec 25, 2002",Pinocchio,"$45,000,000","$3,681,811","$31,681,811"
25,"Jan 31, 1997",Shadow Conspiracy,"$45,000,000","$2,154,540","$2,154,540"
26,"Dec 31, 2012",Foodfight!,"$45,000,000",$0,"$73,706"
27,"Oct 12, 2012",Argo,"$44,500,000","$136,025,503","$227,140,757"
28,"Aug 6, 1993",The Fugitive,"$44,000,000","$183,875,760","$353,715,317"
29,"May 22, 1985",Rambo: First Blood Part II,"$44,000,000","$150,415,432","$300,400,000"
30,"Oct 18, 1996",Sleepers,"$44,000,000","$53,300,852","$165,600,852"
31,"Jul 30, 2010",Charlie St. Cloud,"$44,000,000","$31,206,263","$48,478,084"
32,"Feb 2, 1996",The Juror,"$44,000,000","$22,730,924","$22,730,924"
33,"Feb 6, 2014",The Interview,"$44,000,000","$6,105,175","$12,342,632"
34,"Nov 19, 1980",Heaven's Gate,"$44,000,000","$3,484,331","$3,484,523"
35,"Jun 28, 2013",The Heat,"$43,000,000","$159,581,587","$229,727,774"
36,"Dec 19, 2000",Finding Forrester,"$43,000,000","$51,768,623","$80,013,623"
37,"Apr 14, 2000",28 Days,"$43,000,000","$37,035,515","$62,063,972"
38,"May 13, 2005",Danny the Dog,"$43,000,000","$24,537,621","$49,037,621"
39,"Apr 12, 2002",The Sweetest Thing,"$43,000,000","$24,430,272","$63,078,756"
40,"Nov 9, 2018",The Girl in the Spiderâs Web,"$43,000,000","$14,828,555","$34,983,342"
41,"Jan 6, 2017",A Monster Calls,"$43,000,000","$3,740,823","$46,414,530"
42,"Jan 28, 2011",The Mechanic,"$42,500,000","$29,121,498","$76,347,393"
43,"Jun 30, 1993",The Firm,"$42,000,000","$158,340,892","$270,340,892"
44,"Mar 16, 2012",21 Jump Street,"$42,000,000","$138,447,667","$202,812,429"
45,"May 28, 1999",Notting Hill,"$42,000,000","$116,089,678","$363,728,085"
46,"Jun 21, 2000",Chicken Run,"$42,000,000","$106,793,915","$227,793,915"
47,"Jan 16, 2004",Along Came Polly,"$42,000,000","$88,073,507","$173,044,410"
48,"Jul 1, 1992",Boomerang,"$42,000,000","$70,052,444","$131,052,444"
49,"Jul 10, 2009",BrÃ¼no,"$42,000,000","$60,054,530","$138,708,527"
50,"Jun 12, 1963",Cleopatra,"$42,000,000","$57,000,000","$71,000,000"
51,"May 12, 2017",Snatched,"$42,000,000","$45,852,178","$57,852,177"
52,"Oct 12, 2012",Here Comes the Boom,"$42,000,000","$45,290,318","$73,239,258"
53,"Apr 5, 2002",High Crimes,"$42,000,000","$41,543,207","$63,781,100"
54,"Nov 15, 1996",The Mirror Has Two Faces,"$42,000,000","$41,267,469","$41,267,469"
55,"Mar 11, 2011",Red Riding Hood,"$42,000,000","$37,662,162","$91,678,442"
56,"Jan 25, 2002",The Mothman Prophecies,"$42,000,000","$35,228,696","$56,438,555"
57,"Jul 14, 1989",Licence to Kill,"$42,000,000","$34,667,015","$156,167,015"
58,"Dec 25, 2018",Holmes & Watson,"$42,000,000","$30,568,743","$41,926,605"
59,"Jan 27, 2012",One for the Money,"$42,000,000","$26,414,527","$36,197,221"
60,"Mar 9, 2001",15 Minutes,"$42,000,000","$24,375,436","$56,331,864"
61,"Sep 16, 2005",Lord of War,"$42,000,000","$24,149,632","$60,437,727"
62,"May 28, 1993",Super Mario Bros.,"$42,000,000","$20,844,907","$20,844,907"
63,"Oct 2, 1992",Hero,"$42,000,000","$19,487,173","$66,787,173"
64,"Jan 27, 2012",Man on a Ledge,"$42,000,000","$18,620,000","$49,621,440"
65,"Dec 3, 2010",The Warrior's Way,"$42,000,000","$5,666,340","$8,514,325"
66,"Apr 18, 1997",McHale's Navy,"$42,000,000","$4,408,420","$4,408,420"
67,"May 28, 2010",Micmacs,"$42,000,000","$1,259,693","$11,756,922"
68,"Dec 31, 2006",Les BronzÃ©s 3: amis pour la vie,"$42,000,000",$0,"$83,833,602"
69,"Dec 31, 2015",Pourquoi j'ai pas mangÃ© mon pÃ¨re,"$42,000,000",$0,"$15,451,663"
70,"Nov 8, 2002",8 Mile,"$41,000,000","$116,724,075","$245,768,384"
71,"May 31, 2019",Rocketman,"$41,000,000","$57,342,725","$108,642,725"
72,"May 11, 2001",A Knightâs Tale,"$41,000,000","$56,083,966","$100,622,586"
73,"Aug 22, 2003",The Medallion,"$41,000,000","$22,108,977","$22,108,977"
74,"Oct 14, 2011",The Big Year,"$41,000,000","$7,204,138","$7,684,524"
75,"Aug 6, 1999",The Sixth Sense,"$40,000,000","$293,506,292","$672,806,292"
76,"Jul 15, 2005",Wedding Crashers,"$40,000,000","$209,218,368","$283,218,368"
77,"Jun 11, 2010",The Karate Kid,"$40,000,000","$176,591,618","$351,774,938"
